# N			Rel_Err
0.60206		-1.3213
0.69897		-1.57995
0.778151		-1.81903
0.845098		-2.06505
0.90309		-2.35555
0.954243		-2.80754
1		-3.32806
1.14613		-2.33079
1.25527		-2.19494
1.34242		-2.13976
1.41497		-2.11098
1.50515		-2.08778
1.57978		-2.07522
1.64345		-2.06761
1.69897		-2.06265
1.80618		-2.05611
2.10721		-2.04855
2.40824		-2.04668
2.70927		-2.04621
3.0103		-2.04609
