# omega0=1, alpha=0.20
# theta0=-0.80, theta_dot0=0.12
# t_start=0.00, t_end=150.00, h=0.01
#   t          x(t)                 v(t)       
4.443925608168541e+01 -2.096742889089753e+01 2.217428935744056e-01
4.455349581454320e+01 -2.093225260706921e+01 3.944309445293432e-01
4.466773554740100e+01 -2.087722063153148e+01 5.694437322791591e-01
4.478197528025880e+01 -2.080204396069643e+01 7.471328275409993e-01
4.489621501311660e+01 -2.070641617585351e+01 9.274274220748673e-01
4.501045474597439e+01 -2.059007031112507e+01 1.109680710302922e+00
4.512469447883219e+01 -2.045285400649540e+01 1.292505774087771e+00
4.523893421168999e+01 -2.029482303635414e+01 1.473623073225625e+00
4.535317394454778e+01 -2.011634979434509e+01 1.649759292266322e+00
4.546741367740558e+01 -1.991823775276758e+01 1.816654510644279e+00
4.558165341026338e+01 -1.970182581506773e+01 1.969242446036236e+00
4.569589314312118e+01 -1.946905963613919e+01 2.102054013210213e+00
4.581013287597897e+01 -1.922250362614687e+01 2.209846848462675e+00
4.592437260883677e+01 -1.896527130960743e+01 2.288385100876135e+00
4.603861234169457e+01 -1.870086528716146e+01 2.335209979470148e+00
4.615285207455236e+01 -1.843293942591214e+01 2.350196744064291e+00
4.626709180741016e+01 -1.816501818741460e+01 2.335726945770306e+00
4.638133154026796e+01 -1.790022177574996e+01 2.296416320247745e+00
4.649557127312575e+01 -1.764104445994221e+01 2.238480323376729e+00
4.660981100598355e+01 -1.738921754658776e+01 2.168921775052318e+00
4.672405073884135e+01 -1.714566541314885e+01 2.094745297917045e+00
4.683829047169915e+01 -1.691054222680764e+01 2.022348138744064e+00
4.695253020455694e+01 -1.668332484815800e+01 1.957148594442936e+00
4.706676993741474e+01 -1.646293513150694e+01 1.903435264318154e+00
4.718100967027254e+01 -1.624786967001049e+01 1.864375282010525e+00
4.729524940313033e+01 -1.603632305852653e+01 1.842107565807114e+00
4.740948913598813e+01 -1.582629881189613e+01 1.837856258752017e+00
4.752372886884593e+01 -1.561570849779278e+01 1.852017391898351e+00
4.763796860170373e+01 -1.540246392700556e+01 1.884190527112080e+00
4.775220833456152e+01 -1.518456948343028e+01 1.933144142337347e+00
4.786644806741932e+01 -1.496022203033530e+01 1.996719888049949e+00
4.798068780027712e+01 -1.472792423016699e+01 2.071699104095365e+00
4.809492753313491e+01 -1.448661323074021e+01 2.153676800192228e+00
4.820916726599271e+01 -1.423580015510319e+01 2.237011794278881e+00
4.832340699885051e+01 -1.397570688652784e+01 2.314938800745820e+00
4.843764673170831e+01 -1.370737679442096e+01 2.379923975248055e+00
4.855188646456610e+01 -1.343272874752728e+01 2.424302676599628e+00
4.866612619742390e+01 -1.315452394230392e+01 2.441150769733053e+00
4.878036593028170e+01 -1.287622696243652e+01 2.425229633078351e+00
4.889460566313949e+01 -1.260176604009171e+01 2.373762496317700e+00
4.900884539599729e+01 -1.233522590568330e+01 2.286805300546230e+00
4.912308512885509e+01 -1.208052806249296e+01 2.167089683877938e+00
4.923732486171289e+01 -1.184115741289599e+01 2.019392166513216e+00
4.935156459457068e+01 -1.161997880903710e+01 1.849632176226608e+00
4.946580432742848e+01 -1.141915997630199e+01 1.663952205066355e+00
4.958004406028628e+01 -1.124019051364471e+01 1.467980899367036e+00
4.969428379314407e+01 -1.108396958921204e+01 1.266373860865230e+00
4.980852352600187e+01 -1.095093010908931e+01 1.062627050683921e+00
4.992276325885967e+01 -1.084117156701069e+01 8.590981061137426e-01
5.003700299171746e+01 -1.075458247030230e+01 6.571543813106027e-01
5.015124272457526e+01 -1.069094202292746e+01 4.573782659002292e-01
5.026548245743306e+01 -1.064999741282239e+01 2.597831928818785e-01
5.037972219029086e+01 -1.063151705467950e+01 6.401615527534599e-02
5.049396192314865e+01 -1.063532187686634e+01 -1.304605913314607e-01
5.060820165600645e+01 -1.066129692270330e+01 -3.242055084698159e-01
5.072244138886425e+01 -1.070938484742929e+01 -5.176433154336298e-01
5.083668112172204e+01 -1.077956189030668e+01 -7.109113278298913e-01
5.095092085457984e+01 -1.087179604386279e+01 -9.037009630625583e-01
5.106516058743764e+01 -1.098598685843467e+01 -1.095095737768081e+00
5.117940032029544e+01 -1.112188706295200e+01 -1.283418118483549e+00
5.129364005315323e+01 -1.127900840516999e+01 -1.466112250156425e+00
5.140787978601103e+01 -1.145651811276270e+01 -1.639705335420990e+00
5.152211951886883e+01 -1.165313796812559e+01 -1.799901243524699e+00
5.163635925172662e+01 -1.186706408545797e+01 -1.941856133815708e+00
5.175059898458442e+01 -1.209592980474536e+01 -2.060657275662929e+00
5.186483871744222e+01 -1.233683353818940e+01 -2.151969506353748e+00
5.197907845030002e+01 -1.258644524236721e+01 -2.212741509948033e+00
5.209331818315781e+01 -1.284118930120762e+01 -2.241807422739065e+00
5.220755791601561e+01 -1.309748193461813e+01 -2.240215098647033e+00
5.232179764887341e+01 -1.335198509283327e+01 -2.211177989196574e+00
5.243603738173120e+01 -1.360183328659511e+01 -2.159661406671169e+00
5.255027711458900e+01 -1.384479760574596e+01 -2.091723439626379e+00
5.266451684744680e+01 -1.407936874143316e+01 -2.013786039392316e+00
5.277875658030460e+01 -1.430476063978473e+01 -1.931996805620606e+00
5.289299631316239e+01 -1.452085141463187e+01 -1.851778578822503e+00
5.300723604602019e+01 -1.472808494975012e+01 -1.777590072270182e+00
5.312147577887799e+01 -1.492735587268360e+01 -1.712865796481514e+00
5.323571551173578e+01 -1.511989520373231e+01 -1.660077611259044e+00
5.334995524459358e+01 -1.530716711057162e+01 -1.620858399674776e+00
5.346419497745138e+01 -1.549078098169423e+01 -1.596139853962165e+00
5.357843471030917e+01 -1.567241842328496e+01 -1.586271770776056e+00
5.369267444316697e+01 -1.585377188079939e+01 -1.591104134078925e+00
5.380691417602477e+01 -1.603649008337855e+01 -1.610023833605785e+00
5.392115390888257e+01 -1.622212504136575e+01 -1.641945620732166e+00
5.403539364174036e+01 -1.641207565374401e+01 -1.685263338178940e+00
5.414963337459816e+01 -1.660752404654874e+01 -1.737774180619776e+00
5.426387310745596e+01 -1.680936266634280e+01 -1.796596803708234e+00
5.437811284031375e+01 -1.701811305366979e+01 -1.858113341583955e+00
5.449235257317155e+01 -1.723384115757416e+01 -1.917973735998461e+00
5.460659230602935e+01 -1.745607868971287e+01 -1.971203786889831e+00
5.472083203888715e+01 -1.768376440244664e+01 -2.012449861104912e+00
5.483507177174494e+01 -1.791522167282279e+01 -2.036368051005586e+00
5.494931150460274e+01 -1.814818742513829e+01 -2.038124187564311e+00
5.506355123746054e+01 -1.837990086364981e+01 -2.013923923684587e+00
5.517779097031833e+01 -1.860724912929385e+01 -1.961459116163499e+00
5.529203070317613e+01 -1.882695370918769e+01 -1.880158783103441e+00
5.540627043603393e+01 -1.903577084199660e+01 -1.771177636434562e+00
5.552051016889173e+01 -1.923067553587039e+01 -1.637128091363040e+00
5.563474990174952e+01 -1.940900368393287e+01 -1.481631825211985e+00
5.574898963460732e+01 -1.956853803598029e+01 -1.308805274252752e+00
5.586322936746512e+01 -1.970753700160540e+01 -1.122789341865584e+00
5.597746910032291e+01 -1.982471601939800e+01 -9.273978243901525e-01
5.609170883318071e+01 -1.991919710645964e+01 -7.259130758323593e-01
5.620594856603851e+01 -1.999044316793301e+01 -5.210197019555618e-01
5.632018829889630e+01 -2.003819122052834e+01 -3.148459247779608e-01
5.643442803175410e+01 -2.006239476980853e+01 -1.090766176326972e-01
5.654866776461190e+01 -2.006318163932756e+01 9.489393509912070e-02
5.666290749746970e+01 -2.004083032176831e+01 2.957939806225506e-01
5.677714723032749e+01 -1.999576552971568e+01 4.923088073928472e-01
5.689138696318529e+01 -1.992857181274580e+01 6.829322589973099e-01
5.700562669604309e+01 -1.984002248723997e+01 8.658496972599122e-01
5.711986642890088e+01 -1.973111935684760e+01 1.038869147989865e+00
5.723410616175868e+01 -1.960313664837638e+01 1.199419576760743e+00
5.734834589461648e+01 -1.945766043860278e+01 1.344634122094659e+00
5.746258562747428e+01 -1.929661318135060e+01 1.471528270042427e+00
5.757682536033207e+01 -1.912225266374588e+01 1.577266445908440e+00
5.769106509318987e+01 -1.893713676707990e+01 1.659486932465760e+00
5.780530482604767e+01 -1.874405026179394e+01 1.716630928137238e+00
5.791954455890546e+01 -1.854589702048565e+01 1.748207213639298e+00
5.803378429176326e+01 -1.834556879546166e+01 1.754928768378533e+00
5.814802402462106e+01 -1.814580764665973e+01 1.738684311954835e+00
5.826226375747886e+01 -1.794908108160826e+01 1.702348400288589e+00
5.837650349033665e+01 -1.775748620898250e+01 1.649473196837733e+00
5.849074322319445e+01 -1.757269272947708e+01 1.583928697806197e+00
5.860498295605225e+01 -1.739592667362694e+01 1.509559484560669e+00
5.871922268891004e+01 -1.722798987491603e+01 1.429908737814117e+00
5.883346242176784e+01 -1.706930582141543e+01 1.348034360110504e+00
5.894770215462564e+01 -1.691998112650317e+01 1.266417874342990e+00
5.906194188748344e+01 -1.677987280261122e+01 1.186950469528337e+00
5.917618162034123e+01 -1.664865379586368e+01 1.110973441999249e+00
5.929042135319903e+01 -1.652587188878591e+01 1.039350347236565e+00
5.940466108605683e+01 -1.641099945684968e+01 9.725523346719607e-01
5.951890081891462e+01 -1.630347336806471e+01 9.107436736820084e-01
5.963314055177242e+01 -1.620272549433704e+01 8.538596637560509e-01
5.974738028463022e+01 -1.610820495178105e+01 8.016731662899405e-01
5.986162001748801e+01 -1.601939344785574e+01 7.538487509896362e-01
5.997585975034581e+01 -1.593581512490528e+01 7.099850975424915e-01
6.009009948320361e+01 -1.585704216268644e+01 6.696471238269841e-01
6.020433921606141e+01 -1.578269721367477e+01 6.323896055687108e-01
6.031857894891920e+01 -1.571245354243366e+01 5.977740299661949e-01
6.043281868177700e+01 -1.564603355079885e+01 5.653802415594456e-01
6.054705841463480e+01 -1.558320620652230e+01 5.348141901501156e-01
6.066129814749259e+01 -1.552378375813046e+01 5.057128342070154e-01
6.077553788035039e+01 -1.546761801213395e+01 4.777470177755325e-01
6.088977761320819e+01 -1.541459636717244e+01 4.506229365617679e-01
6.100401734606599e+01 -1.536463773919628e+01 4.240826422726159e-01
6.111825707892378e+01 -1.531768846837713e+01 3.979039014060002e-01
6.123249681178158e+01 -1.527371826847510e+01 3.718996214611442e-01
6.134673654463938e+01 -1.523271625973840e+01 3.459169794577013e-01
6.146097627749717e+01 -1.519468711444954e+01 3.198363304449593e-01
6.157521601035497e+01 -1.515964733779381e+01 2.935699336075996e-01
6.168945574321277e+01 -1.512762170404078e+01 2.670605074609212e-01
6.180369547607057e+01 -1.509863986765933e+01 2.402796108007972e-01
6.191793520892836e+01 -1.507273316977673e+01 2.132258402435082e-01
6.203217494178616e+01 -1.504993166143017e+01 1.859228363508107e-01
6.214641467464396e+01 -1.503026136565301e+01 1.584170966785256e-01
6.226065440750175e+01 -1.501374180008991e+01 1.307756039540190e-01
6.237489414035955e+01 -1.500038378023236e+01 1.030832894494901e-01
6.248913387321735e+01 -1.499018752036152e+01 7.544036407752161e-02
6.260337360607515e+01 -1.498314104488284e+01 4.795956155116669e-02
6.271761333893294e+01 -1.497921891707323e+01 2.076334806585340e-02
6.283185307179074e+01 -1.497838128557996e+01 -6.018839467015136e-03
6.294609280464854e+01 -1.498057324163947e+01 -3.225326017555816e-02
6.306033253750633e+01 -1.498572447230404e+01 -5.780437357158263e-02
6.317457227036413e+01 -1.499374918738103e+01 -8.253711671620260e-02
6.328881200322193e+01 -1.500454629070524e+01 -1.063188954866062e-01
6.340305173607972e+01 -1.501799976014822e+01 -1.290212403013626e-01
6.351729146893752e+01 -1.503397919573664e+01 -1.505210882023900e-01
6.363153120179532e+01 -1.505234049164527e+01 -1.707016664899794e-01
6.374577093465312e+01 -1.507292658580638e+01 -1.894529673738474e-01
6.386001066751091e+01 -1.509556824049939e+01 -2.066718175221053e-01
6.397425040036871e+01 -1.512008480852520e+01 -2.222615601741290e-01
6.408849013322656e+01 -1.514628494231409e+01 -2.361313799241141e-01
6.420272986608443e+01 -1.517396720737662e+01 -2.481953107894433e-01
6.431696959894229e+01 -1.520292056663504e+01 -2.583709763063796e-01
6.443120933180016e+01 -1.523292470807947e+01 -2.665781158552137e-01
6.454544906465803e+01 -1.526375019456352e+01 -2.727369540693140e-01
6.465968879751590e+01 -1.529515842106626e+01 -2.767664700222791e-01
6.477392853037377e+01 -1.532690137108542e+01 -2.785826200148133e-01
6.488816826323163e+01 -1.535872116968901e+01 -2.780965623710898e-01
6.500240799608950e+01 -1.539034943586245e+01 -2.752129249175960e-01
6.511664772894737e+01 -1.542150644089154e+01 -2.698281459871654e-01
6.523088746180524e+01 -1.545190008239453e+01 -2.618289081038919e-01
6.534512719466311e+01 -1.548122468505913e+01 -2.510906702089486e-01
6.545936692752097e+01 -1.550915963898602e+01 -2.374762896690940e-01
6.557360666037884e+01 -1.553536788465742e+01 -2.208347097432460e-01
6.568784639323671e+01 -1.555949424985850e+01 -2.009996722068682e-01
6.580208612609458e+01 -1.558116363837740e+01 -1.777883992571737e-01
6.591632585895245e+01 -1.559997906310531e+01 -1.510001748601481e-01
6.603056559181032e+01 -1.561551950753497e+01 -1.204147451577966e-01
6.614480532466818e+01 -1.562733759014259e+01 -8.579045306396536e-02
6.625904505752605e+01 -1.563495699663238e+01 -4.686202752389758e-02
6.637328479038392e+01 -1.563786963693593e+01 -3.337968473602632e-03
6.648752452324179e+01 -1.563553247933744e+01 4.510248811267611e-02
6.660176425609966e+01 -1.562736401631634e+01 9.881276395413213e-02
6.671600398895752e+01 -1.561274033027088e+01 1.581825050011729e-01
6.683024372181539e+01 -1.559099075879403e+01 2.236409417473113e-01
6.694448345467326e+01 -1.556139321787970e+01 2.956593760696162e-01
6.705872318753113e+01 -1.552316934011931e+01 3.747517092439420e-01
6.717296292038900e+01 -1.547547974078892e+01 4.614713357635694e-01
6.728720265324687e+01 -1.541741995994242e+01 5.564019207313932e-01
6.740144238610473e+01 -1.534801797019509e+01 6.601385195923087e-01
6.751568211896260e+01 -1.526623461702709e+01 7.732541904273021e-01
6.762992185182047e+01 -1.517096899543835e+01 8.962457871963637e-01
6.774416158467834e+01 -1.506107156714677e+01 1.029451295516822e+00
6.785840131753621e+01 -1.493536873878979e+01 1.172930514805012e+00
6.797264105039407e+01 -1.479270350474142e+01 1.326302280711194e+00
6.808688078325194e+01 -1.463199728473099e+01 1.488536651747903e+00
6.820112051610981e+01 -1.445233767767556e+01 1.657712077699707e+00
6.831536024896768e+01 -1.425309463744012e+01 1.830767909201496e+00
6.842959998182555e+01 -1.403406250835085e+01 2.003311872001515e+00
6.854383971468341e+01 -1.379561666772479e+01 2.169574613919329e+00
6.865807944754128e+01 -1.353886162516372e+01 2.322623549183811e+00
6.877231918039915e+01 -1.326573512453081e+01 2.454930503955222e+00
6.888655891325702e+01 -1.297902591007811e+01 2.559307649938232e+00
6.900079864611489e+01 -1.268226879827075e+01 2.630084800910512e+00
6.911503837897276e+01 -1.237950420154708e+01 2.664248630097878e+00
6.922927811183062e+01 -1.207492649597336e+01 2.662192692693879e+00
6.934351784468849e+01 -1.177248254176514e+01 2.627811309660843e+00
6.945775757754636e+01 -1.147550024345989e+01 2.567895070596154e+00
6.957199731040423e+01 -1.118641715271092e+01 2.491034823637555e+00
6.968623704326210e+01 -1.090664607762008e+01 2.406379192561162e+00
6.980047677611996e+01 -1.063657529420633e+01 2.322563950170451e+00
6.991471650897783e+01 -1.037567197901761e+01 2.246991188610431e+00
7.002895624183570e+01 -1.012264643193971e+01 2.185478187511471e+00
7.014319597469357e+01 -9.875639127279786e+00 2.142189317118006e+00
7.025743570755144e+01 -9.632405323579805e+00 2.119725853818216e+00
7.037167544040931e+01 -9.390485966887212e+00 2.119259592112941e+00
7.048591517326717e+01 -9.147364825343395e+00 2.140630220552379e+00
7.060015490612504e+01 -8.900618692563530e+00 2.182365726786590e+00
7.071439463898291e+01 -8.648069960921010e+00 2.241623161109331e+00
7.082863437184078e+01 -8.387949036695490e+00 2.314084531146774e+00
7.094287410469865e+01 -8.119067925841918e+00 2.393880560826668e+00
7.105711383755651e+01 -7.840995995138744e+00 2.473648669774090e+00
7.117135357041438e+01 -7.554215677934859e+00 2.544845351952765e+00
7.128559330327225e+01 -7.260223358955469e+00 2.598402727519521e+00
7.139983303613012e+01 -6.961535165296053e+00 2.625724808954307e+00
7.151407276898799e+01 -6.661566011676374e+00 2.619871581088296e+00
7.162831250184585e+01 -6.364376125667863e+00 2.576638270585196e+00
7.174255223470372e+01 -6.074316491012802e+00 2.495194344857949e+00
7.185679196756159e+01 -5.795638000368896e+00 2.378060078526131e+00
7.197103170041946e+01 -5.532141878570188e+00 2.230430328602258e+00
7.208527143327733e+01 -5.286934159405569e+00 2.059082007135721e+00
7.219951116613520e+01 -5.062312612575517e+00 1.871204141134056e+00
7.231375089899306e+01 -4.859777471169833e+00 1.673437744365749e+00
7.242799063185093e+01 -4.680132222578933e+00 1.471270240256139e+00
7.254223036470880e+01 -4.523632707085260e+00 1.268786262288588e+00
7.265647009756667e+01 -4.390148188079253e+00 1.068689258322945e+00
7.277070983042454e+01 -4.279309773017668e+00 8.724834399253573e-01
7.288494956328240e+01 -4.190633523794693e+00 6.807217026120472e-01
7.299918929614027e+01 -4.123614620784280e+00 4.932567276567948e-01
7.311342902899814e+01 -4.077794327845914e+00 3.094627671391663e-01
7.322766876185601e+01 -4.052803866020414e+00 1.284177572132551e-01
7.334190849471388e+01 -4.048389641617794e+00 -5.095110373809097e-02
7.345614822757175e+01 -4.064423469455417e+00 -2.297482361702019e-01
7.357038796042961e+01 -4.100900091913451e+00 -4.090041557180213e-01
7.368462769328748e+01 -4.157922786942073e+00 -5.895703285947343e-01
7.379886742614535e+01 -4.235676408117140e+00 -7.720024977754875e-01
7.391310715900322e+01 -4.334385996167387e+00 -9.564236670904436e-01
7.402734689186109e+01 -4.454258392656934e+00 -1.142363698696265e+00
7.414158662471895e+01 -4.595404452786453e+00 -1.328582265082054e+00
7.425582635757682e+01 -4.757741025911756e+00 -1.512896825419434e+00
7.437006609043469e+01 -4.940875435694677e+00 -1.692056933009721e+00
7.448430582329256e+01 -5.143981099102784e+00 -1.861726487797120e+00
7.459854555615043e+01 -5.365680762165263e+00 -2.016646956913052e+00
7.471278528900829e+01 -5.603961780047109e+00 -2.151042472300059e+00
7.482702502186616e+01 -5.856152405966220e+00 -2.259278502706833e+00
7.494126475472403e+01 -6.118984746155943e+00 -2.336699631082689e+00
7.505550448758190e+01 -6.388755897052066e+00 -2.380475334775494e+00
7.516974422043977e+01 -6.661575359828541e+00 -2.390226201202279e+00
7.528398395329764e+01 -6.933661642208212e+00 -2.368233989615076e+00
7.539822368615550e+01 -7.201634804842689e+00 -2.319161742654452e+00
7.551246341901337e+01 -7.462752482202701e+00 -2.249370835761459e+00
7.562670315187124e+01 -7.715054325432583e+00 -2.166039985265620e+00
7.574094288472911e+01 -7.957405579367495e+00 -2.076315419414435e+00
7.585518261758698e+01 -8.189453760215729e+00 -1.986659121917411e+00
7.596942235044484e+01 -8.411525854193041e+00 -1.902462258826368e+00
7.608366208330271e+01 -8.624495868191556e+00 -1.827904093418365e+00
7.619790181616058e+01 -8.829647148872876e+00 -1.765988240787165e+00
7.631214154901845e+01 -9.028545171191320e+00 -1.718677054981459e+00
7.642638128187632e+01 -9.222927999370139e+00 -1.687057106364620e+00
7.654062101473419e+01 -9.414615119911744e+00 -1.671489382805218e+00
7.665486074759205e+01 -9.605431217669679e+00 -1.671717720132186e+00
7.676910048044992e+01 -9.797139369704192e+00 -1.686924462807967e+00
7.688334021330779e+01 -9.991377553211304e+00 -1.715733657551602e+00
7.699757994616566e+01 -1.018959292137582e+01 -1.756171022803507e+00
7.711181967902353e+01 -1.039296984173918e+01 -1.805598492245082e+00
7.722605941188139e+01 -1.060235024658050e+01 -1.860650392666811e+00
7.734029914473926e+01 -1.081814847839008e+01 -1.917207647639866e+00
7.745453887759713e+01 -1.104026738485158e+01 -1.970452760191168e+00
7.756877861045500e+01 -1.126802729583012e+01 -2.015046280768518e+00
7.768301834331287e+01 -1.150012337608723e+01 -2.045448776904214e+00
7.779725807617073e+01 -1.173462778494106e+01 -2.056377832150068e+00
7.791149780902860e+01 -1.196904924375646e+01 -2.043342375752072e+00
7.802573754188647e+01 -1.220045337431578e+01 -2.003152685899696e+00
7.813997727474434e+01 -1.242563417013690e+01 -1.934286194071262e+00
7.825421700760221e+01 -1.264131420632278e+01 -1.837013134869218e+00
7.836845674046008e+01 -1.284434354404875e+01 -1.713249062534602e+00
7.848269647331794e+01 -1.303186795075685e+01 -1.566178377279624e+00
7.859693620617581e+01 -1.320144573219875e+01 -1.399750972566295e+00
7.871117593903368e+01 -1.335110554138783e+01 -1.218171249801847e+00
7.882541567189155e+01 -1.347935015978972e+01 -1.025475900438908e+00
7.893965540474942e+01 -1.358511981351802e+01 -8.252523730353566e-01
7.905389513760728e+01 -1.366773190036850e+01 -6.205056425565754e-01
7.916813487046515e+01 -1.372681298361710e+01 -4.136507276709375e-01
7.928237460332302e+01 -1.376223544224890e+01 -2.065954965326847e-01
7.939661433618089e+01 -1.377406703121998e+01 -8.784417153105718e-04
7.951085406903876e+01 -1.376253791634767e+01 2.021672857916466e-01
7.962509380189663e+01 -1.372802690996334e+01 4.012447584729014e-01
7.973933353475449e+01 -1.367106654111524e+01 5.949350731419584e-01
7.985357326761236e+01 -1.359236489465978e+01 7.815644030497888e-01
7.996781300047023e+01 -1.349284046398067e+01 9.591119239359875e-01
8.008205273332810e+01 -1.337366433888163e+01 1.125176628782082e+00
8.019629246618597e+01 -1.323630192564259e+01 1.277021625377458e+00
8.031053219904383e+01 -1.308254447306962e+01 1.411709840500199e+00
8.042477193190170e+01 -1.291451972793754e+01 1.526332390806068e+00
8.053901166475957e+01 -1.273467202052886e+01 1.618310106341922e+00
8.065325139761744e+01 -1.254570571183370e+01 1.685724155556350e+00
8.076749113047531e+01 -1.235049217470610e+01 1.727612316916905e+00
8.088173086333317e+01 -1.215194814452331e+01 1.744163494878320e+00
8.099597059619104e+01 -1.195290018205785e+01 1.736760585080782e+00
8.111021032904891e+01 -1.175595377968124e+01 1.707857463700062e+00
8.122445006190678e+01 -1.156338488521033e+01 1.660717170574366e+00
8.133868979476465e+01 -1.137706657899118e+01 1.599069617113532e+00
8.145292952762252e+01 -1.119843614430661e+01 1.526757941972792e+00
8.156716926048038e+01 -1.102850028230439e+01 1.447432487818870e+00
8.168140899333825e+01 -1.086787073646271e+01 1.364328204350312e+00
8.179564872619612e+01 -1.071681998282464e+01 1.280135761123714e+00
8.190988845905399e+01 -1.057534667706713e+01 1.196956850500771e+00
8.202412819191186e+01 -1.044324234294312e+01 1.116323323428756e+00
8.213836792476972e+01 -1.032015333127493e+01 1.039257121128060e+00
8.225260765762759e+01 -1.020563459306681e+01 9.663506535163870e-01
8.236684739048546e+01 -1.009919385415560e+01 8.978523859284970e-01
8.248108712334333e+01 -1.000032620725287e+01 8.337477873970869e-01
8.259532685620120e+01 -9.908539992780346e+00 7.738303131101754e-01
8.270956658905907e+01 -9.823375249971987e+00 7.177603561136255e-01
8.282380632191693e+01 -9.744416127027529e+00 6.651121745369496e-01
8.293804605477480e+01 -9.671298565977308e+00 6.154099371272261e-01
8.305228578763267e+01 -9.603714414485903e+00 5.681545201657916e-01
8.316652552049054e+01 -9.541412922302838e+00 5.228427784251927e-01
8.328076525334841e+01 -9.484200389306654e+00 4.789808821028299e-01
8.339500498620627e+01 -9.431938562904875e+00 4.360930801304929e-01
8.350924471906414e+01 -9.384542241958968e+00 3.937269901757282e-01
8.362348445192201e+01 -9.341976433150293e+00 3.514562666262649e-01
8.373772418477988e+01 -9.304253321298370e+00 3.088812787695636e-01
8.385196391763775e+01 -9.271429253693803e+00 2.656282490214309e-01
8.396620365049561e+01 -9.243601895759724e+00 2.213471557673801e-01
8.408044338335348e+01 -9.220907687203109e+00 1.757085945851328e-01
8.419468311621135e+01 -9.203519710515513e+00 1.283997118768040e-01
8.430892284906922e+01 -9.191646073869714e+00 7.911927311350628e-02
8.442316258192709e+01 -9.185528905080835e+00 2.757190182717896e-02
8.453740231478496e+01 -9.185444049469776e+00 -2.653847550434309e-02
8.465164204764282e+01 -9.191701559266555e+00 -8.351591815325457e-02
8.476588178050069e+01 -9.204647052414996e+00 -1.436803772655749e-01
8.488012151335856e+01 -9.224664000453290e+00 -2.073760100757192e-01
8.499436124621643e+01 -9.252176973629126e+00 -2.749795502965337e-01
8.510860097907430e+01 -9.287655819973414e+00 -3.469081731148195e-01
8.522284071193216e+01 -9.331620674693792e+00 -4.236259916384268e-01
8.533708044479003e+01 -9.384647574658176e+00 -5.056478953140497e-01
8.545132017764790e+01 -9.447374273446739e+00 -5.935388499406403e-01
8.556555991050577e+01 -9.520505594246737e+00 -6.879059817060215e-01
8.567979964336364e+01 -9.604817295252719e+00 -7.893797342133190e-01
8.579403937622151e+01 -9.701156928277580e+00 -8.985791293448647e-01
8.590827910907937e+01 -9.810439525294607e+00 -1.016054790445301e+00
8.602251884193724e+01 -9.933635151650529e+00 -1.142202207617212e+00
8.613675857479511e+01 -1.007174447410603e+01 -1.277137395250790e+00
8.625099830765298e+01 -1.022575766562381e+01 -1.420528800201993e+00
8.636523804051085e+01 -1.039659153953501e+01 -1.571384926682734e+00
8.647947777336871e+01 -1.058500035311533e+01 -1.727809052233525e+00
8.659371750622658e+01 -1.079145809501263e+01 -1.886752726919093e+00
8.670795723908445e+01 -1.101601525492968e+01 -2.043828205712234e+00
8.682219697194232e+01 -1.125814172104635e+01 -2.193270403746337e+00
8.693643670480019e+01 -1.151657899617040e+01 -2.328155800833716e+00
8.705067643765805e+01 -1.178923647937437e+01 -2.440964680259328e+00
8.716491617051592e+01 -1.207317243968312e+01 -2.524492457253468e+00
8.727915590337379e+01 -1.236469356314764e+01 -2.572979647435545e+00
8.739339563623166e+01 -1.265958365032976e+01 -2.583188821653196e+00
8.750763536908953e+01 -1.295343640840889e+01 -2.555097269814822e+00
8.762187510194740e+01 -1.324203296452943e+01 -2.491962044614846e+00
8.773611483480526e+01 -1.352168842519449e+01 -2.399729260880340e+00
8.785035456766313e+01 -1.378950231985187e+01 -2.285990989463474e+00
8.796459430052100e+01 -1.404347951478205e+01 -2.158817271478403e+00
8.807883403337887e+01 -1.428252531012855e+01 -2.025762038486709e+00
8.819307376623674e+01 -1.450634560595917e+01 -1.893210122929045e+00
8.830731349909460e+01 -1.471529355396003e+01 -1.766086875670769e+00
8.842155323195247e+01 -1.491020041517582e+01 -1.647854836537009e+00
8.853579296481034e+01 -1.509221721304455e+01 -1.540687679816660e+00
8.865003269766821e+01 -1.526268153153035e+01 -1.445722180125026e+00
8.876427243052608e+01 -1.542301408981238e+01 -1.363318662179256e+00
8.887851216338395e+01 -1.557464357421889e+01 -1.293290958637346e+00
8.899275189624181e+01 -1.571895515934995e+01 -1.235089964741390e+00
8.910699162909968e+01 -1.585725722252624e+01 -1.187939083952403e+00
8.922123136195755e+01 -1.599076102507079e+01 -1.150927025325022e+00
8.933547109481542e+01 -1.612056894036636e+01 -1.123066049248538e+00
8.944971082767329e+01 -1.624766775982393e+01 -1.103323946261453e+00
8.956395056053115e+01 -1.637292451011403e+01 -1.090637164947324e+00
8.967819029338902e+01 -1.649708299775979e+01 -1.083911374669103e+00
8.979243002624689e+01 -1.662075995554424e+01 -1.082014739971409e+00
8.990666975910476e+01 -1.674444022217350e+01 -1.083768424410509e+00
9.002090949196263e+01 -1.686847087074179e+01 -1.087938312918468e+00
9.013514922482049e+01 -1.699305463374055e+01 -1.093231539587962e+00
9.024938895767836e+01 -1.711824335881431e+01 -1.098300982100906e+00
9.036362869053623e+01 -1.724393255809272e+01 -1.101760270269136e+00
