-8.000000e-01 1.234000e-01
-7.756199e-01 3.023816e-01
-7.311877e-01 4.741217e-01
-6.676449e-01 6.366134e-01
-5.861661e-01 7.877730e-01
-4.881682e-01 9.254527e-01
-3.753144e-01 1.047502e+00
-2.495086e-01 1.151882e+00
-1.128742e-01 1.236811e+00
3.228415e-02 1.300930e+00
1.835384e-01 1.343456e+00
3.384091e-01 1.364284e+00
4.944454e-01 1.364024e+00
6.493057e-01 1.343958e+00
8.008272e-01 1.305915e+00
9.470798e-01 1.252104e+00
1.086398e+00 1.184913e+00
1.217389e+00 1.106721e+00
1.338927e+00 1.019741e+00
1.450118e+00 9.258994e-01
1.550275e+00 8.267749e-01
1.638865e+00 7.235696e-01
1.715472e+00 6.171190e-01
1.779759e+00 5.079247e-01
1.831427e+00 3.962010e-01
1.870186e+00 2.819289e-01
1.895737e+00 1.649133e-01
1.907749e+00 4.483931e-02
1.905852e+00 -7.866943e-02
1.889630e+00 -2.059924e-01
1.858629e+00 -3.374493e-01
1.812365e+00 -4.732306e-01
1.750341e+00 -6.133191e-01
1.672081e+00 -7.574013e-01
1.577165e+00 -9.047696e-01
1.465280e+00 -1.054222e+00
1.336284e+00 -1.203971e+00
1.190278e+00 -1.351584e+00
1.027673e+00 -1.493981e+00
8.492701e-01 -1.627527e+00
6.563053e-01 -1.748239e+00
4.504746e-01 -1.852127e+00
2.339093e-01 -1.935641e+00
9.097929e-03 -1.996156e+00
-2.212451e-01 -2.032402e+00
-4.543517e-01 -2.044740e+00
-6.875912e-01 -2.035200e+00
-9.186516e-01 -2.007274e+00
-1.145685e+00 -1.965523e+00
-1.367402e+00 -1.915082e+00
-1.583111e+00 -1.861185e+00
-1.792702e+00 -1.808772e+00
-1.996603e+00 -1.762237e+00
-2.195703e+00 -1.725299e+00
-2.391279e+00 -1.700978e+00
-2.584913e+00 -1.691631e+00
-2.778420e+00 -1.699014e+00
-2.973786e+00 -1.724332e+00
-3.173104e+00 -1.768249e+00
-3.378507e+00 -1.830844e+00
-3.592102e+00 -1.911489e+00
-3.815874e+00 -2.008660e+00
-4.051569e+00 -2.119680e+00
-4.300550e+00 -2.240452e+00
-4.563621e+00 -2.365247e+00
-4.840834e+00 -2.486678e+00
-5.131316e+00 -2.595996e+00
-5.433148e+00 -2.683834e+00
-5.743360e+00 -2.741367e+00
-6.058074e+00 -2.761731e+00
-6.372800e+00 -2.741287e+00
-6.682854e+00 -2.680333e+00
-6.983811e+00 -2.582976e+00
-7.271890e+00 -2.456222e+00
-7.544213e+00 -2.308613e+00
-7.798899e+00 -2.148833e+00
-8.035012e+00 -1.984644e+00
-8.252420e+00 -1.822276e+00
-8.451607e+00 -1.666242e+00
-8.633476e+00 -1.519455e+00
-8.799185e+00 -1.383499e+00
-8.950013e+00 -1.258955e+00
-9.087261e+00 -1.145695e+00
-9.212189e+00 -1.043140e+00
-9.325973e+00 -9.504485e-01
-9.429686e+00 -8.666564e-01
-9.524287e+00 -7.907717e-01
-9.610625e+00 -7.218353e-01
-9.689442e+00 -6.589583e-01
-9.761384e+00 -6.013414e-01
-9.827010e+00 -5.482845e-01
-9.886806e+00 -4.991880e-01
-9.941196e+00 -4.535498e-01
-9.990549e+00 -4.109604e-01
-1.003520e+01 -3.710953e-01
-1.007543e+01 -3.337081e-01
-1.011153e+01 -2.986226e-01
-1.014374e+01 -2.657253e-01
-1.017232e+01 -2.349582e-01
-1.019751e+01 -2.063126e-01
-1.021954e+01 -1.798224e-01
-1.023868e+01 -1.555589e-01
-1.025517e+01 -1.336256e-01
-1.026930e+01 -1.141539e-01
-1.028135e+01 -9.729938e-02
-1.029164e+01 -8.323864e-02
-1.030049e+01 -7.216652e-02
-1.030825e+01 -6.429420e-02
-1.031531e+01 -5.984758e-02
-1.032206e+01 -5.906614e-02
-1.032895e+01 -6.220209e-02
-1.033643e+01 -6.951971e-02
-1.034501e+01 -8.129465e-02
-1.035519e+01 -9.781304e-02
-1.036755e+01 -1.193701e-01
-1.038267e+01 -1.462681e-01
-1.040118e+01 -1.788124e-01
-1.042375e+01 -2.173069e-01
-1.045107e+01 -2.620457e-01
-1.048387e+01 -3.133028e-01
-1.052291e+01 -3.713164e-01
-1.056897e+01 -4.362691e-01
-1.062285e+01 -5.082609e-01
-1.068537e+01 -5.872754e-01
-1.075730e+01 -6.731366e-01
-1.083941e+01 -7.654589e-01
-1.093241e+01 -8.635888e-01
-1.103691e+01 -9.665433e-01
-1.115338e+01 -1.072952e+00
-1.128212e+01 -1.181009e+00
-1.142319e+01 -1.288460e+00
-1.157638e+01 -1.392625e+00
-1.174114e+01 -1.490488e+00
-1.191656e+01 -1.578866e+00
-1.210140e+01 -1.654642e+00
-1.229403e+01 -1.715062e+00
-1.249259e+01 -1.758043e+00
-1.269500e+01 -1.782443e+00
-1.289913e+01 -1.788237e+00
-1.310291e+01 -1.776558e+00
-1.330445e+01 -1.749591e+00
-1.350218e+01 -1.710342e+00
-1.369490e+01 -1.662343e+00
-1.388180e+01 -1.609333e+00
-1.406255e+01 -1.554984e+00
-1.423716e+01 -1.502696e+00
-1.440607e+01 -1.455473e+00
-1.457000e+01 -1.415866e+00
-1.472994e+01 -1.385988e+00
-1.488711e+01 -1.367554e+00
-1.504289e+01 -1.361949e+00
-1.519882e+01 -1.370284e+00
-1.535653e+01 -1.393456e+00
-1.551778e+01 -1.432172e+00
