# 3D harmonic oscillator
# eigenvalue = 1.640084e+00

#   r       u(r)
0.000000 0.000000
0.600000 4.487260e-01
1.200000 6.470492e-01
1.800000 5.471925e-01
2.400000 2.838180e-01
