10 1.31597509 1.00000000
20 0.99625729 1.00000000
40 0.87136551 1.00000000
80 0.97147473 1.00000000
160 0.97741194 1.00000000
320 0.95064107 1.00000000
640 0.93143948 1.00000000
1280 0.99403990 1.00000000
2560 0.97195010 1.00000000
5120 0.98065262 1.00000000
10240 0.97487131 1.00000000
20480 0.96818944 1.00000000
40960 0.97701868 1.00000000
81920 0.97103936 1.00000000
163840 0.96907622 1.00000000
327680 0.97098104 1.00000000
655360 0.97079967 1.00000000
