10 2.88087
20 5.51618
40 6.17375
80 9.63312
160 15.6746
320 17.8588
640 24.7779
1280 40.4013
2560 42.597
5120 75.5304
10240 112.23
20480 142.768
40960 212.703
81920 300.349
