# (x,y) coordinates of a random walk with 10000 points
0 0
0.419119 0.0913108
1.35661 -1.26989
0.0783527 -2.61655
-0.859175 -3.19064
0.512706 -4.03362
-0.533077 -3.54182
-0.0649217 -4.9216
0.469197 -4.64465
-0.553179 -4.80163
-1.90658 -4.86516
-1.88416 -5.33661
-3.25761 -6.72625
-4.01875 -5.82326
-3.24584 -5.7882
-4.58167 -7.15285
-3.34916 -7.55488
-2.3849 -7.55101
-3.15005 -7.76288
-3.48938 -7.98194
-3.34012 -9.29579
-3.72998 -8.09944
-3.48837 -8.20157
-4.31113 -9.52956
-3.54186 -8.59818
-2.64129 -9.36279
-2.4606 -8.81937
-2.59207 -7.75892
-3.02503 -6.44607
-3.82133 -7.14868
-2.97776 -7.42605
-2.15089 -7.88366
-1.75321 -7.4811
-1.07052 -6.87441
-2.05521 -6.55446
-1.87595 -5.15825
-2.7098 -5.42272
-2.45765 -6.10461
-1.7414 -7.15074
-1.97855 -6.52677
-2.13739 -7.45176
-1.82005 -8.16374
-1.5467 -7.97762
-1.94715 -8.35916
-2.91876 -9.24806
-3.16669 -9.46678
-2.35772 -8.87122
-2.55813 -8.72063
-3.10932 -9.70409
-4.30938 -10.7404
-3.53755 -11.032
-4.49283 -10.0824
-5.33238 -10.5823
-5.71482 -10.6531
-6.30615 -11.6524
-6.30567 -11.8386
-5.7548 -11.5789
-4.38017 -10.1999
-3.4734 -11.4016
-2.49209 -12.6732
-1.47289 -13.6774
-2.82964 -13.6946
-1.66451 -13.5804
-2.23924 -14.0108
-2.18433 -14.5909
-0.995957 -14.5778
-0.000548186 -13.9769
-0.176525 -13.4006
-0.618686 -14.1828
0.495509 -13.5754
-0.185517 -12.6922
0.326061 -13.7423
-1.03593 -14.3445
0.365952 -14.023
0.285075 -14.0142
0.346696 -13.8888
0.963033 -13.3435
1.23215 -12.4363
0.0682183 -13.1705
1.17948 -12.0055
1.07686 -11.0647
-0.155612 -10.803
-1.29677 -11.849
-1.40915 -11.6254
-0.153764 -12.5661
-1.24621 -13.952
-0.0272705 -15.0005
0.962325 -15.2213
1.31708 -15.2893
1.5565 -15.2929
2.69418 -16.5798
3.29721 -16.2315
2.95388 -15.3568
4.10077 -16.1107
3.54835 -15.9127
4.29371 -17.3032
5.67543 -17.7268
5.24538 -17.1068
6.53407 -18.1402
7.21993 -17.5035
5.99409 -18.8481
4.98574 -18.9609
4.49697 -19.2963
3.23931 -19.2047
3.26727 -19.9004
4.06235 -18.59
4.30752 -19.8797
3.97898 -19.0334
4.05754 -20.2736
2.95627 -19.9037
2.49477 -18.5875
2.15876 -17.5051
1.71623 -16.1007
2.66984 -14.7799
1.44427 -14.7181
1.97314 -15.7525
1.50656 -15.2442
1.36114 -13.8698
1.33666 -14.5833
1.33113 -13.8611
0.833043 -14.2351
1.4785 -13.018
2.1237 -13.2616
1.47255 -14.3321
1.87703 -13.4865
0.781647 -14.7783
0.00175735 -13.7211
0.181209 -14.2956
0.328657 -14.0587
0.911609 -14.8541
0.831795 -15.8318
2.14351 -14.8711
3.3208 -15.6615
3.80374 -14.9017
3.43607 -14.1326
2.56778 -15.3452
3.19752 -15.1864
2.23145 -14.3531
2.96409 -13.8013
2.54034 -13.5788
3.48244 -12.3693
2.70595 -12.6468
2.27442 -13.3226
1.99791 -12.2607
2.56339 -11.2727
1.16628 -12.6626
0.0557326 -13.0536
0.385948 -13.6685
0.603078 -13.895
-0.291369 -14.085
0.143244 -14.5571
-0.387494 -13.4607
0.860407 -13.7527
1.26674 -12.4206
0.277168 -12.4873
0.750148 -12.65
1.30919 -13.6144
1.4419 -13.5185
0.0553709 -12.5453
-0.579215 -13.3473
-0.226978 -13.0631
-1.56755 -13.6507
-0.751974 -13.2185
0.246187 -12.448
0.045242 -11.9471
0.228247 -11.639
1.31095 -12.9435
1.71158 -14.2421
0.53763 -14.1107
1.73369 -14.5674
2.75143 -14.4547
3.34247 -13.9198
