# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=25, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
4.5400  2.691433915246966e-06  -5.976162575158362e-06  1.785725956236171e-11  1.429872068157469e-10
4.5500  2.632330890849155e-06  -5.844927964312470e-06  1.708159145400095e-11  1.367762528984768e-10
4.5600  2.574525749885589e-06  -5.716575223373439e-06  1.633961614224354e-11  1.308350849950853e-10
4.5700  2.517989991252882e-06  -5.591041067403660e-06  1.562987010869713e-11  1.251519843753653e-10
4.5800  2.462695739722724e-06  -5.468263601182421e-06  1.495095340600827e-11  1.197157413371196e-10
4.5900  2.408615732197863e-06  -5.348182288688187e-06  1.430152689651901e-11  1.145156330954444e-10
4.6000  2.355723304269912e-06  -5.230737923251008e-06  1.368030961086813e-11  1.095414026324399e-10
4.6100  2.303992377072324e-06  -5.115872598360392e-06  1.308607622132735e-11  1.047832384656279e-10
4.6200  2.253397444422089e-06  -5.003529679114222e-06  1.251765462488843e-11  1.002317552951722e-10
4.6300  2.203913560243782e-06  -4.893653774294643e-06  1.197392363133410e-11  9.587797549172714e-11
4.6400  2.155516326269785e-06  -4.786190709057150e-06  1.145381075173249e-11  9.171331138840195e-11
4.6500  2.108181880010601e-06  -4.681087498219432e-06  1.095629008299313e-11  8.772954834191048e-11
4.6600  2.061886882989335e-06  -4.578292320136759e-06  1.048038028431162e-11  8.391882852949629e-11
4.6700  2.016608509234553e-06  -4.477754491151078e-06  1.002514264151183e-11  8.027363544967317e-11
4.6800  1.972324434025822e-06  -4.379424440601191e-06  9.589679215467526e-12  7.678677909620846e-11
4.6900  1.929012822886399e-06  -4.283253686381696e-06  9.173131070951194e-12  7.345138177610612e-11
4.7000  1.886652320817640e-06  -4.189194811038659e-06  8.774676582416613e-12  7.026086454361640e-11
4.7100  1.845222041769810e-06  -4.097201438390204e-06  8.393529813373380e-12  6.720893422351236e-11
4.7200  1.804701558344122e-06  -4.007228210660514e-06  8.028938966156731e-12  6.428957099803879e-11
4.7300  1.765070891720900e-06  -3.919230766115962e-06  7.680184899034955e-12  6.149701653304791e-11
4.7400  1.726310501808939e-06  -3.833165717192346e-06  7.346579707729356e-12  5.882576261990204e-11
4.7500  1.688401277611157e-06  -3.748990629102440e-06  7.027465368548953e-12  5.627054031073916e-11
4.7600  1.651324527801830e-06  -3.666663998913312e-06  6.722212440463480e-12  5.382630952567144e-11
4.7700  1.615061971510745e-06  -3.586145235083115e-06  6.430218823554664e-12  5.148824911141732e-11
4.7800  1.579595729309729e-06  -3.507394637447219e-06  6.150908571396756e-12  4.925174733175797e-11
4.7900  1.544908314397108e-06  -3.430373377643864e-06  5.883730755023885e-12  4.711239277106106e-11
4.8000  1.510982623975756e-06  -3.355043479969639e-06  5.628158376243393e-12  4.506596563292938e-11
4.8100  1.477801930820481e-06  -3.281367802655389e-06  5.383687328151727e-12  4.310842941681120e-11
4.8200  1.445349875030584e-06  -3.209310019553276e-06  5.149835400802523e-12  4.123592295615474e-11
4.8300  1.413610455963529e-06  -3.138834602226004e-06  4.926141330065639e-12  3.944475280240242e-11
4.8400  1.382568024345754e-06  -3.069906802429353e-06  4.712163887801007e-12  3.773138593980242e-11
4.8500  1.352207274556717e-06  -3.002492634979381e-06  4.507481011552714e-12  3.609244281666813e-11
4.8600  1.322513237082387e-06  -2.936558860995875e-06  4.311688972046695e-12  3.452469067933954e-11
4.8700  1.293471271134456e-06  -2.872072971513752e-06  4.124401576849918e-12  3.302503719569816e-11
4.8800  1.265067057431622e-06  -2.809003171454368e-06  3.945249408620348e-12  3.159052435565837e-11
4.8900  1.237286591139404e-06  -2.747318363948788e-06  3.773879096445123e-12  3.021832263660368e-11
4.9000  1.210116174964988e-06  -2.686988135005335e-06  3.609952618829724e-12  2.890572542225988e-11
4.9100  1.183542412403710e-06  -2.627982738513822e-06  3.453146636963304e-12  2.765014366399625e-11
4.9200  1.157552201133847e-06  -2.570273081579087e-06  3.303151856945029e-12  2.644910077402446e-11
4.9300  1.132132726556453e-06  -2.513830710176604e-06  3.159672419713503e-12  2.530022774042232e-11
4.9400  1.107271455477060e-06  -2.458627795123085e-06  3.022425317475900e-12  2.420125845434702e-11
4.9500  1.082956129926124e-06  -2.404637118355171e-06  2.891139835485730e-12  2.315002524022048e-11
4.9600  1.059174761115175e-06  -2.351832059509433e-06  2.765557018068191e-12  2.214445458007094e-11
4.9700  1.035915623525690e-06  -2.300186582797073e-06  2.645429157839838e-12  2.118256302359672e-11
4.9800  1.013167249127764e-06  -2.249675224166853e-06  2.530519307115091e-12  2.026245327588507e-11
4.9900  9.909184217257477e-07  -2.200273078749923e-06  2.420600810535833e-12  1.938231045506943e-11
5.0000  9.691581714280453e-07  -2.151955788580355e-06  2.315456858002248e-12  1.854039851254309e-11
5.0100  9.478757692383579e-07  -2.104699530585327e-06  2.214880057023049e-12  1.773505680866873e-11
5.0200  9.270607217656991e-07  -2.058481004839049e-06  2.118672023641591e-12  1.696469683722911e-11
5.0300  9.067027660505785e-07  -2.013277423074615e-06  2.026642991130982e-12  1.622779909215836e-11
5.0400  8.867918645048001e-07  -1.969066497448145e-06  1.938611435686353e-12  1.552291007037342e-11
5.0500  8.673181999623813e-07  -1.925826429549650e-06  1.854403718375976e-12  1.484863940479385e-11
5.0600  8.482721708391510e-07  -1.883535899655223e-06  1.773853742645006e-12  1.420365712189509e-11
5.0700  8.296443863986436e-07  -1.842174056215251e-06  1.696802626696275e-12  1.358669101838575e-11
5.0800  8.114256621219499e-07  -1.801720505573449e-06  1.623098390101922e-12  1.299652415183438e-11
5.0900  7.936070151792461e-07  -1.762155301911677e-06  1.552595654027716e-12  1.243199244029638e-11
5.1000  7.761796600007669e-07  -1.723458937415556e-06  1.485155354478778e-12  1.189198236620611e-11
5.1100  7.591350039450370e-07  -1.685612332656043e-06  1.420644468001074e-12  1.137542878000541e-11
5.1200  7.424646430622285e-07  -1.648596827182233e-06  1.358935749297662e-12  1.088131279917613e-11
5.1300  7.261603579505531e-07  -1.612394170320726e-06  1.299907480242131e-12  1.040865979853271e-11
5.1400  7.102141097036451e-07  -1.576986512177052e-06  1.243443229794171e-12  9.956537487810642e-12
5.1500  6.946180359469415e-07  -1.542356394834687e-06  1.189431624343727e-12  9.524054072759034e-12
5.1600  6.793644469610997e-07  -1.508486743747352e-06  1.137766128030744e-12  9.110356496109954e-12
5.1700  6.644458218905438e-07  -1.475360859320316e-06  1.088344832607191e-12  8.714628754955073e-12
5.1800  6.498548050352711e-07  -1.442962408676588e-06  1.041070256426870e-12  8.336090291210620e-12
5.1900  6.355842022240887e-07  -1.411275417603908e-06  9.958491521665425e-13  7.973994451995933e-12
5.2000  6.216269772674926e-07  -1.380284262678589e-06  9.525923228990883e-13  7.627627016888725e-12
5.2100  6.079762484884402e-07  -1.349973663562310e-06  9.112144461559223e-13  7.296304789152167e-12
5.2200  5.946252853293076e-07  -1.320328675468071e-06  8.716339056316352e-13  6.979374248155049e-12
5.2300  5.815675050333536e-07  -1.291334681791596e-06  8.337726301989010e-13  6.676210260326879e-12
5.2400  5.687964693990616e-07  -1.262977386904545e-06  7.975559399161158e-13  6.386214846105462e-12
5.2500  5.563058816057522e-07  -1.235242809105983e-06  7.629123987240201e-13  6.108816000444677e-12
5.2600  5.440895831089064e-07  -1.208117273728640e-06  7.297736735407605e-13  5.843466564556079e-12
5.2700  5.321415506036647e-07  -1.181587406396545e-06  6.980743994774569e-13  5.589643146658743e-12
5.2800  5.204558930550075e-07  -1.155640126430730e-06  6.677520509084167e-13  5.346845089608658e-12
5.2900  5.090268487931524e-07  -1.130262640399735e-06  6.387468181416903e-13  5.114593483371361e-12
5.3000  4.978487826727355e-07  -1.105442435811746e-06  6.110014894467034e-13  4.892430220389911e-12
5.3100  4.869161832943750e-07  -1.081167274945252e-06  5.844613382062712e-13  4.679917091984952e-12
5.3200  4.762236602872492e-07  -1.057425188815174e-06  5.590740149704037e-13  4.476634924004577e-12
5.3300  4.657659416513487e-07  -1.034204471271504e-06  5.347894441989857e-13  4.282182750019088e-12
5.3400  4.555378711580913e-07  -1.011493673227527e-06  5.115597254896571e-13  4.096177020429799e-12
5.3500  4.455344058080183e-07  -9.892815970147943e-07  4.893390390960710e-13  3.918250845931866e-12
5.3600  4.357506133443197e-07  -9.675572908620620e-07  4.680835555501664e-13  3.748053273838951e-12
5.3700  4.261816698209609e-07  -9.463100434954650e-07  4.477513492101944e-13  3.585248595842238e-12
5.3800  4.168228572242127e-07  -9.255293788572715e-07  4.283023155639634e-13  3.429515685838422e-12
5.3900  4.076695611464124e-07  -9.052050509406136e-07  4.096980921241994e-13  3.280547366520558e-12
5.4000  3.987172685108079e-07  -8.853270387376439e-07  3.919019827599828e-13  3.138049803482372e-12
5.4100  3.899615653463625e-07  -8.658855412986282e-07  3.748788853150092e-13  3.001741925640944e-12
5.4200  3.813981346114264e-07  -8.468709728995411e-07  3.585952223699076e-13  2.871354870834579e-12
5.4300  3.730227540651978e-07  -8.282739583157787e-07  3.430188750120441e-13  2.746631455502301e-12
5.4400  3.648312941859269e-07  -8.100853281996576e-07  3.281191194821735e-13  2.627325667398950e-12
5.4500  3.568197161348352e-07  -7.922961145594258e-07  3.138665665729814e-13  2.513202180345289e-12
5.4600  3.489840697647468e-07  -7.748975463375487e-07  3.002331036599767e-13  2.404035890055964e-12
5.4700  3.413204916724491e-07  -7.578810450860996e-07  2.871918392503993e-13  2.299611470129770e-12
5.4800  3.338252032938233e-07  -7.412382207371119e-07  2.747170499407597e-13  2.199722947326422e-12
5.4900  3.264945090408050e-07  -7.249608674658180e-07  2.627841296783957e-13  2.104173295292087e-12
5.5000  3.193247944792569e-07  -7.090409596447265e-07  2.513695412269573e-13  2.012774045932315e-12
5.5100  3.123125245468548e-07  -6.934706478865479e-07  2.404507697400943e-13  1.925344917665813e-12
5.5200  3.054542418101072e-07  -6.782422551740172e-07  2.300062783517683e-13  1.841713459825797e-12
5.5300  2.987465647596523e-07  -6.633482730747022e-07  2.200154656955949e-13  1.761714712507554e-12
5.5400  2.921861861429876e-07  -6.487813580389365e-07  2.104586252694233e-13  1.685190881191226e-12
5.5500  2.857698713338135e-07  -6.345343277790452e-07  2.013169065650024e-13  1.611991025498053e-12
5.5600  2.794944567371849e-07  -6.206001577280845e-07  1.925722778860617e-13  1.541970761466160e-12
5.5700  2.733568482296859e-07  -6.069719775763442e-07  1.842074907814690e-13  1.474991976758621e-12
5.5800  2.673540196338571e-07  -5.936430678839093e-07  1.762060460233099e-13  1.410922558242069e-12
5.5900  2.614830112261241e-07  -5.806068567676074e-07  1.685521610627805e-13  1.349636131398509e-12
5.6000  2.557409282774915e-07  -5.678569166607094e-07  1.612307388997039e-13  1.291011811056336e-12
5.6100  2.501249396262833e-07  -5.553869611437875e-07  1.542273383042654e-13  1.234933962948883e-12
5.6200  2.446322762822245e-07  -5.431908418451660e-07  1.475281453322301e-13  1.181291975630178e-12
5.6300  2.392602300611773e-07  -5.312625454094361e-07  1.411199460774566e-13  1.129980042298027e-12
5.6400  2.340061522498578e-07  -5.195961905325428e-07  1.349901006079653e-13  1.080896952094078e-12
5.6500  2.288674522998750e-07  -5.081860250619789e-07  1.291265180341471e-13  1.033945890469208e-12
5.6600  2.238415965504489e-07  -4.970264231606595e-07  1.235176326599395e-13  9.890342482204711e-13
5.6700  2.189261069791760e-07  -4.861118825330750e-07  1.181523811699251e-13  9.460734388229217e-13
5.6800  2.141185599802296e-07  -4.754370217123579e-07  1.130201808073585e-13  9.049787236960342e-13
5.6900  2.094165851693880e-07  -4.649965774069252e-07  1.081109085000773e-13  8.656690450600360e-13
5.7000  2.048178642153061e-07  -4.547854019053864e-07  1.034148808931219e-13  8.280668660524871e-13
5.7100  2.003201296964505e-07  -4.447984605384399e-07  9.892283524868303e-14  7.920980177897350e-13
5.7200  1.959211639831363e-07  -4.350308291965051e-07  9.462591117569939e-14  7.576915530715828e-13
5.7300  1.916187981441146e-07  -4.254776919018662e-07  9.051563315306970e-14  7.247796064406050e-13
5.7400  1.874109108771698e-07  -4.161343384341318e-07  8.658389381200626e-14  6.932972603200845e-13
5.7500  1.832954274632019e-07  -4.069961620078370e-07  8.282293794455477e-14  6.631824169665357e-13
5.7600  1.792703187432759e-07  -3.980586570010467e-07  7.922534720673846e-14  6.343756759842414e-13
5.7700  1.753336001181355e-07  -3.893174167338360e-07  7.578402548615365e-14  6.068202171602053e-13
5.7800  1.714833305696864e-07  -3.807681312955562e-07  7.249218490515498e-14  5.804616883884211e-13
5.7900  1.677176117039686e-07  -3.724065854198123e-07  6.934333243202199e-14  5.552480984623869e-13
5.8000  1.640345868151435e-07  -3.642286564061053e-07  6.633125707369837e-14  5.311297145244051e-13
5.8100  1.604324399700366e-07  -3.562303120871154e-07  6.345001762484180e-14  5.080589639693937e-13
5.8200  1.569093951127828e-07  -3.484076088406220e-07  6.069393094901992e-14  4.859903406097103e-13
5.8300  1.534637151891329e-07  -3.407566896450819e-07  5.805756076893733e-14  4.648803149159089e-13
5.8400  1.500937012899917e-07  -3.332737821779063e-07  5.553570694358326e-14  4.446872481563812e-13
5.8500  1.467976918137619e-07  -3.259551969554991e-07  5.312339521114910e-14  4.253713102665253e-13
5.8600  1.435740616470836e-07  -3.187973255141389e-07  5.081586737748392e-14  4.068944012854399e-13
5.8700  1.404212213635644e-07  -3.117966386308087e-07  4.860857193073556e-14  3.892200762051854e-13
5.8800  1.373376164401049e-07  -3.049496845830957e-07  4.649715506366477e-14  3.723134730843771e-13
5.8900  1.343217264904339e-07  -2.982530874473024e-07  4.447745208592409e-14  3.561412442843163e-13
5.9000  1.313720645154744e-07  -2.917035454339317e-07  4.254547920936294e-14  3.406714906920282e-13
5.9100  1.284871761701715e-07  -2.852978292597235e-07  4.069742569015519e-14  3.258736988004609e-13
5.9200  1.256656390464205e-07  -2.790327805554409e-07  3.892964631225041e-14  3.117186805217406e-13
5.9300  1.229060619717422e-07  -2.729053103086210e-07  3.723865419732236e-14  2.981785156147668e-13
5.9400  1.202070843233579e-07  -2.669123973405228e-07  3.562111392703257e-14  2.852264966135859e-13
5.9500  1.175673753573284e-07  -2.610510868165199e-07  3.407383496404311e-14  2.728370761479202e-13
5.9600  1.149856335524239e-07  -2.553184887892054e-07  3.259376535880180e-14  2.609858165519404e-13
5.9700  1.124605859684028e-07  -2.497117767734893e-07  3.117798572968648e-14  2.496493416618896e-13
5.9800  1.099909876183825e-07  -2.442281863529865e-07  2.982370350463456e-14  2.388052907074789e-13
5.9900  1.075756208549922e-07  -2.388650138170078e-07  2.852824741289967e-14  2.284322742061095e-13
6.0000  1.052132947700068e-07  -2.336196148274826e-07  2.728906221607067e-14  2.185098317729232e-13
6.0100  1.029028446071629e-07  -2.284894031151549e-07  2.610370366795987e-14  2.090183917634621e-13
6.0200  1.006431311878708e-07  -2.234718492044108e-07  2.496983369341947e-14  1.999392326693366e-13
6.0300  9.843304034953675e-08  -2.185644791661089e-07  2.388521577657624e-14  1.912544461907546e-13
6.0400  9.627148239621965e-08  -2.137648733977970e-07  2.284771054938810e-14  1.829469019130733e-13
6.0500  9.415739156135136e-08  -2.090706654307157e-07  2.185527157182113e-14  1.750002135177007e-13
6.0600  9.208972548225528e-08  -2.044795407629995e-07  2.090594129532358e-14  1.673987064606990e-13
6.0700  9.006746468620444e-08  -1.999892357185005e-07  1.999784720163498e-14  1.601273870553357e-13
6.0800  8.808961208776553e-08  -1.955975363306723e-07  1.912919810931433e-14  1.531719128976012e-13
6.0900  8.615519249718114e-08  -1.913022772509624e-07  1.829828064070204e-14  1.465185645763558e-13
6.1000  8.426325213954773e-08  -1.871013406811774e-07  1.750345584234700e-14  1.401542186123077e-13
6.1100  8.241285818455229e-08  -1.829926553292919e-07  1.674315595223251e-14  1.340663215724435e-13
6.1200  8.060309828653597e-08  -1.789741953881883e-07  1.601588130742471e-14  1.282428653088537e-13
6.1300  7.883308013465751e-08  -1.750439795368226e-07  1.532019738604379e-14  1.226723632731131e-13
6.1400  7.710193101293521e-08  -1.712000699633247e-07  1.465473197772363e-14  1.173438278594958e-13
6.1500  7.540879736995003e-08  -1.674405714095505e-07  1.401817247697840e-14  1.122467487323360e-13
6.1600  7.375284439799794e-08  -1.637636302366166e-07  1.340926329413764e-14  1.073710720947869e-13
6.1700  7.213325562148402e-08  -1.601674335109538e-07  1.282680337874290e-14  1.027071808580838e-13
6.1800  7.054923249435515e-08  -1.566502081104318e-07  1.226964385052080e-14  9.824587567219892e-14
6.1900  6.899999400637310e-08  -1.532102198501131e-07  1.173668573326000e-14  9.397835678046908e-14
6.2000  6.748477629803366e-08  -1.498457726272042e-07  1.122687778712189e-14  8.989620666240702e-14
6.2100  6.600283228394196e-08  -1.465552075847844e-07  1.073921443510963e-14  8.599137343045860e-14
6.2200  6.455343128445853e-08  -1.433369022938982e-07  1.027273377960526e-14  8.225615494795775e-14
6.2300  6.313585866543408e-08  -1.401892699536088e-07  9.826515705062895e-15  7.868318363695135e-14
6.2400  6.174941548585573e-08  -1.371107586086184e-07  9.399680063115409e-15  7.526541194592903e-14
6.2500  6.039341815323080e-08  -1.340998503840692e-07  8.991384936514869e-15  7.199609844879289e-14
6.2600  5.906719808653815e-08  -1.311550607371477e-07  8.600824978482447e-15  6.886879454764799e-14
6.2700  5.777010138658119e-08  -1.282749377251238e-07  8.227229824192201e-15  6.587733175318571e-14
6.2800  5.650148851357967e-08  -1.254580612894637e-07  7.869862571255414e-15  6.301580951757063e-14
6.2900  5.526073397184150e-08  -1.227030425556624e-07  7.528018326208353e-15  6.027858359583172e-14
6.3000  5.404722600135914e-08  -1.200085231484536e-07  7.201022814136456e-15  5.766025491280161e-14
6.3100  5.286036627617830e-08  -1.173731745220551e-07  6.888231048692397e-15  5.515565891364389e-14
6.3200  5.169956960939053e-08  -1.147956973051236e-07  6.589026059884779e-15  5.275985537696283e-14
6.3300  5.056426366460392e-08  -1.122748206600933e-07  6.302817677128053e-15  5.046811867040270e-14
6.3400  4.945388867374992e-08  -1.098093016565830e-07  6.029041365153221e-15  4.827592842951555e-14
6.3500  4.836789716108700e-08  -1.073979246585636e-07  5.767157110483255e-15  4.617896064151250e-14
6.3600  4.730575367326508e-08  -1.050395007249829e-07  5.516648356276838e-15  4.417307911631103e-14
6.3700  4.626693451531769e-08  -1.027328670235520e-07  5.277020983439407e-15  4.225432732805578e-14
6.3800  4.525092749245165e-08  -1.004768862574060e-07  5.047802335991848e-15  4.041892061102004e-14
6.3900  4.425723165750687e-08  -9.827044610435366e-08  4.828540288774339e-15  3.866323869449490e-14
6.4000  4.328535706396210e-08  -9.611245866844199e-08  4.618802355646485e-15  3.698381856194161e-14
6.4100  4.233482452436430e-08  -9.400185994356363e-08  4.418174836424676e-15  3.537734762032168e-14
6.4200  4.140516537406299e-08  -9.193760928884362e-08  4.226262000874032e-15  3.384065716613156e-14
6.4300  4.049592124013293e-08  -8.991868891554646e-08  4.042685308145409e-15  3.237071613525441e-14
6.4400  3.960664381537110e-08  -8.794410338525034e-08  3.867082660117801e-15  3.096462512430001e-14
6.4500  3.873689463725667e-08  -8.601287911904158e-08  3.699107687173429e-15  2.961961067164065e-14
6.4600  3.788624487176496e-08  -8.412406391748672e-08  3.538429064996696e-15  2.833301978686239e-14
6.4700  3.705427510192875e-08  -8.227672649114606e-08  3.384729861049428e-15  2.710231471784131e-14
6.4800  3.624057512104269e-08  -8.046995600139688e-08  3.237706909433375e-15  2.592506794512285e-14
6.4900  3.544474373040897e-08  -7.870286161134013e-08  3.097070212906878e-15  2.479895739373103e-14
6.5000  3.466638854152432e-08  -7.697457204656891e-08  2.962542370876214e-15  2.372176185296291e-14
6.5100  3.390512578261102e-08  -7.528423516558252e-08  2.833858032233366e-15  2.269135659513405e-14
6.5200  3.316058010939628e-08  -7.363101753963393e-08  2.710763371960940e-15  2.170570918463298e-14
6.5300  3.243238442004702e-08  -7.201410404180375e-08  2.593015590471868e-15  2.076287546901854e-14
6.5400  3.172017967416850e-08  -7.043269744509795e-08  2.480382434696354e-15  1.986099574425218e-14
6.5500  3.102361471577778e-08  -6.888601802937118e-08  2.372641739971426e-15  1.899829108650190e-14
6.5600  3.034234610016450e-08  -6.737330319688217e-08  2.269580991829507e-15  1.817305984328166e-14
6.5700  2.967603792455383e-08  -6.589380709629106e-08  2.170996906821609e-15  1.738367427700606e-14
6.5800  2.902436166248801e-08  -6.444680025491393e-08  2.076695031548387e-15  1.662857735433907e-14
6.5900  2.838699600184479e-08  -6.303156921905265e-08  1.986489359108113e-15  1.590627967500439e-14
6.6000  2.776362668641291e-08  -6.164741620222326e-08  1.900201962205070e-15  1.521535653399941e-14
6.6100  2.715394636094661e-08  -6.029365874110879e-08  1.817662642194642e-15  1.455444511141822e-14
6.6200  2.655765441962260e-08  -5.896962935906759e-08  1.738708593372903e-15  1.392224178434057e-14
6.6300  2.597445685782491e-08  -5.767467523703072e-08  1.663184081848482e-15  1.331749955548468e-14
6.6400  2.540406612718456e-08  -5.640815789162625e-08  1.590940138363318e-15  1.273902559355208e-14
6.6500  2.484620099380236e-08  -5.516945286037212e-08  1.521834264456410e-15  1.218567888041269e-14
6.6600  2.430058639958525e-08  -5.395794939378177e-08  1.455730151390957e-15  1.165636796048947e-14
6.6700  2.376695332662755e-08  -5.277305015423125e-08  1.392497411290504e-15  1.115004878790339e-14
6.6800  2.324503866457037e-08  -5.161417092143898e-08  1.332011319953759e-15  1.066572266713217e-14
6.6900  2.273458508087385e-08  -5.048074030441313e-08  1.274152570840800e-15  1.020243428312098e-14
6.7000  2.223534089393801e-08  -4.937219945972457e-08  1.218807039745413e-15  9.759269816959362e-15
6.7100  2.174705994901000e-08  -4.828800181596634e-08  1.165865559689384e-15  9.335355143407852e-15
6.7200  2.126950149681628e-08  -4.722761280426408e-08  1.115223705594744e-15  8.929854106718801e-15
6.7300  2.080243007486004e-08  -4.619050959470423e-08  1.066781588309232e-15  8.541966871350636e-15
6.7400  2.034561539132529e-08  -4.517618083855022e-08  1.020443657578696e-15  8.170928344322322e-15
6.7500  1.989883221153034e-08  -4.418412641611949e-08  9.761185135778142e-16  7.816006666096257e-15
6.7600  1.946186024687479e-08  -4.321385719019711e-08  9.337187266273752e-16  7.476501767012840e-15
6.7700  1.903448404622515e-08  -4.226489476486427e-08  8.931606647425258e-16  7.151743986429412e-15
6.7800  1.861649288968561e-08  -4.133677124962294e-08  8.543643286718270e-16  6.841092751839834e-15
6.7900  1.820768068470162e-08  -4.042902902870014e-08  8.172531941017393e-16  6.543935315369308e-15
6.8000  1.780784586444495e-08  -3.954122053541827e-08  7.817540607152916e-16  6.259685545152246e-15
6.8100  1.741679128843014e-08  -3.867290803152027e-08  7.477969078072124e-16  5.987782769209209e-15
6.8200  1.703432414531352e-08  -3.782366339134058e-08  7.153147561707188e-16  5.727690669542519e-15
6.8300  1.666025585782658e-08  -3.699306789071580e-08  6.842435359835542e-16  5.478896224269190e-15
6.8400  1.629440198979707e-08  -3.618071200053067e-08  6.545219604326720e-16  5.240908695704546e-15
6.8500  1.593658215521184e-08  -3.538619518479777e-08  6.260914048283025e-16  5.013258662400613e-15
6.8600  1.558661992927668e-08  -3.460912570317132e-08  5.988957909689567e-16  4.795497093229962e-15
6.8700  1.524434276142917e-08  -3.384912041779770e-08  5.728814765292845e-16  4.587194461688703e-15
6.8800  1.490958189026184e-08  -3.310580460440756e-08  5.479971492526065e-16  4.387939898671616e-15
6.8900  1.458217226031354e-08  -3.237881176755615e-08  5.241937257394163e-16  4.197340382048294e-15
6.9000  1.426195244068801e-08  -3.166778345992095e-08  5.014242546322213e-16  4.015019961441771e-15
6.9100  1.394876454545965e-08  -3.097236910556755e-08  4.796438240057575e-16  3.840619016680548e-15
6.9200  1.364245415582707e-08  -3.029222582709645e-08  4.588094727799045e-16  3.673793548461337e-15
6.9300  1.334287024397617e-08  -2.962701827658573e-08  4.388801059805723e-16  3.514214499823365e-15
6.9400  1.304986509861513e-08  -2.897641847024614e-08  4.198164136814108e-16  3.361567107095909e-15
6.9500  1.276329425214468e-08  -2.834010562670711e-08  4.015807934664581e-16  3.215550279038783e-15
6.9600  1.248301640942761e-08  -2.771776600885395e-08  3.841372762607897e-16  3.075876002951197e-15
6.9700  1.220889337812257e-08  -2.710909276913822e-08  3.674514553828710e-16  2.942268776577551e-15
6.9800  1.194079000054763e-08  -2.651378579828514e-08  3.514904186786733e-16  2.814465064689575e-15
6.9900  1.167857408704014e-08  -2.593155157732317e-08  3.362226836036859e-16  2.692212779273026e-15
7.0000  1.142211635078000e-08  -2.536210303286317e-08  3.216181351247837e-16  2.575270782293551e-15
7.0100  1.117129034404416e-08  -2.480515939555540e-08  3.076479663194553e-16  2.463408410060989e-15
7.0200  1.092597239586095e-08  -2.426044606165487e-08  2.942846215552327e-16  2.356405018253914e-15
7.0300  1.068604155103353e-08  -2.372769445762665e-08  2.815017421372431e-16  2.254049546707019e-15
7.0400  1.045137951050231e-08  -2.320664190772435e-08  2.692741143166740e-16  2.156140103102870e-15
7.0500  1.022187057301709e-08  -2.269703150447665e-08  2.575776195576029e-16  2.062483564746913e-15
7.0600  9.997401578089947e-09  -2.219861198201779e-08  2.463891869640918e-16  1.972895197640217e-15
7.0700  9.777861850200935e-09  -2.171113759219968e-08  2.356867477737131e-16  1.887198292098612e-15
7.0800  9.563143144228979e-09  -2.123436798342469e-08  2.254491918277458e-16  1.805223814199485e-15
7.0900  9.353139592081100e-09  -2.076806808213905e-08  2.156563259321813e-16  1.726810072368723e-15
7.1000  9.147747650493642e-09  -2.031200797692875e-08  2.062888340274085e-16  1.651802398450172e-15
7.1100  8.946866049979759e-09  -1.986596280516059e-08  1.973282390880119e-16  1.580052842628507e-15
7.1200  8.750395744898020e-09  -1.942971264211258e-08  1.887568666775346e-16  1.511419881603797e-15
7.1300  8.558239864617468e-09  -1.900304239253898e-08  1.805578100863168e-16  1.445768139442112e-15
7.1400  8.370303665755087e-09  -1.858574168461659e-08  1.727148969836473e-16  1.382968120551587e-15
7.1500  8.186494485462124e-09  -1.817760476621986e-08  1.652126575184495e-16  1.322895954257240e-15
7.1600  8.006721695736234e-09  -1.777843040347386e-08  1.580362938055819e-16  1.265433150470727e-15
7.1700  7.830896658736892e-09  -1.738802178153491e-08  1.511716507375663e-16  1.210466365973095e-15
7.1800  7.658932683082078e-09  -1.700618640755010e-08  1.446051880641708e-16  1.157887180849546e-15
7.1900  7.490744981104686e-09  -1.663273601574773e-08  1.383239536847758e-16  1.107591884635239e-15
7.2000  7.326250627047549e-09  -1.626748647461199e-08  1.323155581008420e-16  1.059481271750295e-15
7.2100  7.165368516176495e-09  -1.591025769609604e-08  1.265681499780917e-16  1.013460445820522e-15
7.2200  7.008019324791265e-09  -1.556087354682870e-08  1.210703927701966e-16  9.694386324978913e-16
7.2300  6.854125471114583e-09  -1.521916176127104e-08  1.158114423578673e-16  9.273290004115424e-16
7.2400  6.703611077040086e-09  -1.488495385678006e-08  1.107809256592358e-16  8.870484898961783e-16
7.2500  6.556401930720257e-09  -1.455808505053748e-08  1.059689201693414e-16  8.485176491599954e-16
7.2600  6.412425449975916e-09  -1.423839417830279e-08  1.013659343883633e-16  8.116604775690140e-16
7.2700  6.271610646509229e-09  -1.392572361495044e-08  9.696288909999414e-17  7.764042757386876e-16
7.2800  6.133888090902582e-09  -1.361991919675202e-08  9.275109946302703e-17  7.426795021370994e-16
7.2900  5.999189878386078e-09  -1.332083014536507e-08  8.872225788083343e-17  7.104196359169095e-16
7.3000  5.867449595356753e-09  -1.302830899349113e-08  8.486841761494099e-17  6.795610457054821e-16
7.3100  5.738602286633038e-09  -1.274221151216625e-08  8.118197711039100e-17  6.500428640943994e-16
