# m=1, k=39.4784, p=2
# x0=0, v0=1
# t_start=0, t_end=25, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
11.4300  6.106481953344256e-13  -1.355906556305219e-12  9.192412947157395e-25  7.360577621783241e-24
11.4400  5.972385570806775e-13  -1.326131283791754e-12  8.793120909255831e-25  7.040855253387754e-24
11.4500  5.841233901763418e-13  -1.297009866700057e-12  8.411172971586496e-25  6.735020707131375e-24
11.4600  5.712962281251580e-13  -1.268527946575058e-12  8.045815756209671e-25  6.442470735875861e-24
11.4700  5.587507464330463e-13  -1.240671480268750e-12  7.696328609761259e-25  6.162628295807441e-24
11.4800  5.464807594897861e-13  -1.213426733016145e-12  7.362022181991172e-25  5.894941408239611e-24
11.4900  5.344802175191703e-13  -1.186780271663283e-12  7.042237066045876e-25  5.638882070855925e-24
11.5000  5.227432035961348e-13  -1.160718958043951e-12  6.736342497813178e-25  5.393945216245307e-24
11.5100  5.112639307293894e-13  -1.135229942501847e-12  6.443735111763739e-25  5.159647715675557e-24
11.5200  5.000367390081139e-13  -1.110300657554995e-12  6.163837750835273e-25  4.935527426140115e-24
11.5300  4.890560928113125e-13  -1.085918811699286e-12  5.896098328011944e-25  4.721142278798365e-24
11.5400  4.783165780784480e-13  -1.062072383348093e-12  5.639988737353495e-25  4.516069407011466e-24
11.5500  4.678128996400145e-13  -1.038749614904973e-12  5.395003812326152e-25  4.319904312253825e-24
11.5600  4.575398786067271e-13  -1.015939006966523e-12  5.160660329380624e-25  4.132260066254955e-24
11.5700  4.474924498160470e-13  -9.936293126525456e-13  4.936496054811851e-25  3.952766547798039e-24
11.5800  4.376656593347776e-13  -9.718095320607206e-13  4.722068833020384e-25  3.781069712669732e-24
11.5900  4.280546620165045e-13  -9.504689068430508e-13  4.516955714377119e-25  3.616830895321274e-24
11.6000  4.186547191126724e-13  -9.295969149014051e-13  4.320752120971051e-25  3.459726140863441e-24
11.6100  4.094611959361225e-13  -9.091832651995485e-13  4.133071048594563e-25  3.309445566077702e-24
11.6200  4.004695595759373e-13  -8.892178926890959e-13  3.953542303392183e-25  3.165692748183235e-24
11.6300  3.916753766624676e-13  -8.696909533468932e-13  3.781811771667139e-25  3.028184140154135e-24
11.6400  3.830743111814377e-13  -8.505928193213727e-13  3.617540721405407e-25  2.896648511433578e-24
11.6500  3.746621223360527e-13  -8.319140741854950e-13  3.460405134139547e-25  2.770826412941745e-24
11.6600  3.664346624560534e-13  -8.136455082939350e-13  3.310095065834479e-25  2.650469665322273e-24
11.6700  3.583878749526876e-13  -7.957781142422205e-13  3.166314035534523e-25  2.535340869417813e-24
11.6800  3.505177923185891e-13  -7.783030824255885e-13  3.028778440565862e-25  2.425212938009116e-24
11.6900  3.428205341715794e-13  -7.612117966953681e-13  2.897216997140952e-25  2.319868647894042e-24
11.7000  3.352923053414264e-13  -7.444958301107452e-13  2.771370205261438e-25  2.219100211422963e-24
11.7100  3.279293939986172e-13  -7.281469407838203e-13  2.650989836864182e-25  2.122708866645433e-24
11.7200  3.207281698242233e-13  -7.121570678159047e-13  2.535838446200735e-25  2.030504485259730e-24
11.7300  3.136850822199537e-13  -6.965183273230565e-13  2.425688901484542e-25  1.942305197591922e-24
11.7400  3.067966585575155e-13  -6.812230085488927e-13  2.320323936882023e-25  1.857937033864778e-24
11.7500  3.000595024664182e-13  -6.662635700627645e-13  2.219535723963901e-25  1.777233581048936e-24
11.7600  2.934702921593761e-13  -6.516326360414178e-13  2.123125461771434e-25  1.700035654619449e-24
11.7700  2.870257787944856e-13  -6.373229926323085e-13  2.030902984689008e-25  1.626190984570305e-24
11.7800  2.807227848733679e-13  -6.233275843967779e-13  1.942686387349611e-25  1.555553915067566e-24
11.7900  2.745582026744882e-13  -6.096395108313335e-13  1.858301665833338e-25  1.487985117148718e-24
11.8000  2.685289927208786e-13  -5.962520229653242e-13  1.777582374451207e-25  1.423351313901526e-24
11.8100  2.626321822815088e-13  -5.831585200333265e-13  1.700369297437298e-25  1.361525017580345e-24
11.8200  2.568648639055678e-13  -5.703525462206055e-13  1.626510134901639e-25  1.302384278141335e-24
11.8300  2.512241939889304e-13  -5.578277874800450e-13  1.555859202424411e-25  1.245812442700585e-24
11.8400  2.457073913721044e-13  -5.455780684189751e-13  1.488277143698899e-25  1.191697925440689e-24
11.8500  2.403117359689675e-13  -5.335973492543661e-13  1.423630655656430e-25  1.139933987511919e-24
11.8600  2.350345674256145e-13  -5.218797228348838e-13  1.361792225531075e-25  1.090418526493857e-24
11.8700  2.298732838086580e-13  -5.104194117283400e-13  1.302639879345523e-25  1.043053875002217e-24
11.8800  2.248253403223318e-13  -4.992107653731019e-13  1.246056941321991e-25  9.977466080435943e-25
11.8900  2.198882480537676e-13  -4.882482572920557e-13  1.191931803743647e-25  9.544073587381881e-25
11.9000  2.150595727458244e-13  -4.775264823677498e-13  1.140157706812584e-25  9.129506420469885e-25
11.9100  2.103369335968661e-13  -4.670401541773760e-13  1.090632528070136e-25  8.732946861557543e-25
11.9200  2.057180020868959e-13  -4.567841023862731e-13  1.043258580964166e-25  8.353612711831851e-25
11.9300  2.012005008294685e-13  -4.467532701986689e-13  9.979424221660244e-26  7.990755748951478e-25
11.9400  1.967822024488133e-13  -4.369427118644022e-13  9.545946672570899e-26  7.643660251206334e-25
11.9500  1.924609284816165e-13  -4.273475902403967e-13  9.131298144213699e-26  7.311641585783441e-25
11.9600  1.882345483029188e-13  -4.179631744056847e-13  8.734660757963840e-26  6.994044858354427e-25
11.9700  1.841009780756008e-13  -4.087848373288037e-13  8.355252161496824e-26  6.690243621321129e-25
11.9800  1.800581797229372e-13  -3.998080535864159e-13  7.992323985627921e-26  6.399638638171264e-25
11.9900  1.761041599237129e-13  -3.910283971320268e-13  7.645160368182102e-26  6.121656701506944e-25
12.0000  1.722369691294063e-13  -3.824415391137013e-13  7.313076541982834e-26  5.855749502414637e-25
12.0100  1.684547006029557e-13  -3.740432457397026e-13  6.995417484174576e-26  5.601392548946480e-25
12.0200  1.647554894786323e-13  -3.658293761910006e-13  6.691556624214833e-26  5.358084131579621e-25
12.0300  1.611375118425604e-13  -3.577958805796217e-13  6.400894607987344e-26  5.125344333613079e-25
12.0400  1.575989838334268e-13  -3.499387979518308e-13  6.122858115598614e-26  4.902714084550078e-25
12.0500  1.541381607629400e-13  -3.422542543351653e-13  5.856898730526001e-26  4.689754254598786e-25
12.0600  1.507533362556029e-13  -3.347384608283535e-13  5.602491857886756e-26  4.486044788505298e-25
12.0700  1.474428414073766e-13  -3.273877117331787e-13  5.359135689694346e-26  4.291183877010466e-25
12.0800  1.442050439628188e-13  -3.201983827273673e-13  5.126350215061078e-26  4.104787164296240e-25
12.0900  1.410383475102923e-13  -3.131669290775982e-13  4.903676273394671e-26  3.926486989858267e-25
12.1000  1.379411906948470e-13  -3.062898838917561e-13  4.690674648721270e-26  3.755931663309397e-25
12.1100  1.349120464483857e-13  -2.995638564095630e-13  4.486925203348462e-26  3.592784770683603e-25
12.1200  1.319494212367368e-13  -2.929855303307477e-13  4.292026049159473e-26  3.436724510872106e-25
12.1300  1.290518543232588e-13  -2.865516621799277e-13  4.105592754903970e-26  3.287443060882771e-25
12.1400  1.262179170486181e-13  -2.802590797073983e-13  3.927257587921892e-26  3.144645968670856e-25
12.1500  1.234462121263812e-13  -2.741046803250398e-13  3.756668788804612e-26  3.008051572343414e-25
12.1600  1.207353729540756e-13  -2.680854295765707e-13  3.593489877562721e-26  2.877390444591810e-25
12.1700  1.180840629393807e-13  -2.621983596413951e-13  3.437398989931919e-26  2.752404861256495e-25
12.1800  1.154909748411137e-13  -2.564405678713046e-13  3.288088242507858e-26  2.632848292975788e-25
12.1900  1.129548301246884e-13  -2.508092153593126e-13  3.145263125457702e-26  2.518484918915983e-25
12.2000  1.104743783317275e-13  -2.453015255399185e-13  3.008641921610565e-26  2.409089161623629e-25
12.2100  1.080483964635180e-13  -2.399147828201084e-13  2.877955150780990e-26  2.304445242082489e-25
12.2200  1.056756883780060e-13  -2.346463312404189e-13  2.752945038229420e-26  2.204346754097545e-25
12.2300  1.033550842000328e-13  -2.294935731654034e-13  2.633365006211218e-26  2.108596257166542e-25
12.2400  1.010854397445226e-13  -2.244539680028552e-13  2.518979187611338e-26  2.017004887036026e-25
12.2500  9.886563595233624e-14  -2.195250309511568e-13  2.409561960705317e-26  1.929391983173709e-25
12.2600  9.669457833851408e-14  -2.147043317741361e-13  2.304897504128915e-26  1.845584732422360e-25
12.2700  9.457119645263451e-14  -2.099894936028268e-13  2.204779371178582e-26  1.765417828132358e-25
12.2800  9.249444335102344e-14  -2.053781917635419e-13  2.109010082603110e-26  1.688733144100544e-25
12.2900  9.046329508055367e-14  -2.008681526316818e-13  2.017400737083231e-26  1.615379422672229e-25
12.3000  8.847675017377976e-14  -1.964571525107131e-13  1.929770638630879e-26  1.545211976391163e-25
12.3100  8.653382915515976e-14  -1.921430165357638e-13  1.845946940173141e-26  1.478092402608968e-25
12.3200  8.463357405812005e-14  -1.879236176012964e-13  1.765764302617915e-26  1.413888310491124e-25
12.3300  8.277504795272534e-14  -1.837968753123276e-13  1.689064568728765e-26  1.352473059881023e-25
12.3400  8.095733448372083e-14  -1.797607549586798e-13  1.615696451165727e-26  1.293725511507029e-25
12.3500  7.917953741871871e-14  -1.758132665117576e-13  1.545515234076715e-26  1.237529788039816e-25
12.3600  7.744078020630667e-14  -1.719524636433543e-13  1.478382487650954e-26  1.183775045528698e-25
12.3700  7.574020554385990e-14  -1.681764427660055e-13  1.414165795071377e-26  1.132355254766107e-25
12.3800  7.407697495484385e-14  -1.644833420944164e-13  1.352738491327440e-26  1.083168992148966e-25
12.3900  7.245026837539938e-14  -1.608713407274989e-13  1.293979413373153e-26  1.036119239624446e-25
12.4000  7.085928375000633e-14  -1.573386577505685e-13  1.237772661137527e-26  9.911131933255140e-26
12.4100  6.930323663602628e-14  -1.538835513572549e-13  1.184007368916045e-26  9.480620805187894e-26
12.4200  6.778135981692905e-14  -1.505043179906964e-13  1.132577486692233e-26  9.068809845036664e-26
12.4300  6.629290292401320e-14  -1.471992915035928e-13  1.083381570957985e-26  8.674886771173211e-26
12.4400  6.483713206643291e-14  -1.439668423367035e-13  1.036322584620063e-26  8.298074585152108e-26
12.4500  6.341332946934966e-14  -1.408053767153857e-13  9.913077055980837e-27  7.937630039110563e-26
12.4600  6.202079312002988e-14  -1.377133358637755e-13  9.482481437364523e-27  7.592842169739963e-26
12.4700  6.065883642171413e-14  -1.346891952362269e-13  9.070589656691219e-27  7.263030895937482e-26
12.4800  5.932678785508733e-14  -1.317314637656260e-13  8.676589272917220e-27  6.947545677371695e-26
12.4900  5.802399064718289e-14  -1.288386831282144e-13  8.299703135106223e-27  6.645764231316250e-26
12.5000  5.674980244755764e-14  -1.260094270245549e-13  7.939187849528310e-27  6.357091305220586e-26
12.5100  5.550359501157783e-14  -1.232423004762877e-13  7.594332313343787e-27  6.080957502596677e-26
12.5200  5.428475389066011e-14  -1.205359391383300e-13  7.264456311979594e-27  5.816818159905866e-26
12.5300  5.309267812931469e-14  -1.178890086261787e-13  6.948909177431621e-27  5.564152272230545e-26
12.5400  5.192677996884131e-14  -1.153002038579860e-13  6.647068504846560e-27  5.322461465611528e-26
12.5500  5.078648455753204e-14  -1.127682484110822e-13  6.358338924851766e-27  5.091269014024182e-26
12.5600  4.967122966723782e-14  -1.102918938926294e-13  6.082150929211510e-27  4.870118899054268e-26
12.5700  4.858046541615916e-14  -1.078699193240958e-13  5.817959747493467e-27  4.658574910418767e-26
12.5800  4.751365399772429e-14  -1.055011305392457e-13  5.565244272529485e-27  4.456219785557518e-26
12.5900  4.647026941542106e-14  -1.031843595953507e-13  5.323506032551324e-27  4.262654386598503e-26
12.6000  4.544979722345178e-14  -1.009184641973294e-13  5.092268207973827e-27  4.077496913073416e-26
12.6100  4.445173427308326e-14  -9.870232713453355e-14  4.871074690886239e-27  3.900382148830597e-26
12.6200  4.347558846456690e-14  -9.653485572990207e-14  4.659489185396503e-27  3.730960741659911e-26
12.6300  4.252087850450654e-14  -9.441498130121109e-14  4.457094347054020e-27  3.568898514208652e-26
12.6400  4.158713366855442e-14  -9.234165863415523e-14  4.263490959653427e-27  3.413875804829293e-26
12.6500  4.067389356931828e-14  -9.031386546699952e-14  4.078297147795644e-27  3.265586837058904e-26
12.6600  3.978070792936515e-14  -8.833060198654843e-14  3.901147623653016e-27  3.123739116486583e-26
12.6700  3.890713635920986e-14  -8.639089033518308e-14  3.731692966452814e-27  2.988052853819233e-26
12.6800  3.805274814017890e-14  -8.449377412872384e-14  3.569598933257901e-27  2.858260413007703e-26
12.6900  3.721712201204250e-14  -8.263831798488055e-14  3.414545799685116e-27  2.734105783344755e-26
12.7000  3.639984596531027e-14  -8.082360706205771e-14  3.266227729260952e-27  2.615344074493570e-26
12.7100  3.560051703808787e-14  -7.904874660828743e-14  3.124352170170616e-27  2.501741033450765e-26
12.7200  3.481874111739476e-14  -7.731286152006768e-14  2.988639278210581e-27  2.393072582491170e-26
12.7300  3.405413274484490e-14  -7.561509591088834e-14  2.858821364806421e-27  2.289124377182928e-26
12.7400  3.330631492659459e-14  -7.395461268923210e-14  2.734642369007164e-27  2.189691383601176e-26
12.7500  3.257491894746383e-14  -7.233059314584259e-14  2.615857352414706e-27  2.094577473906334e-26
12.7600  3.185958418913965e-14  -7.074223655005572e-14  2.502232016052020e-27  2.003595039489330e-26
12.7700  3.115995795237132e-14  -6.918875975499568e-14  2.393542238217255e-27  1.916564620920661e-26
12.7800  3.047569528307044e-14  -6.766939681144050e-14  2.289573632412097e-27  1.833314553973429e-26
12.7900  2.980645880222959e-14  -6.618339859016716e-14  2.190121124472470e-27  1.753680631022109e-26
12.8000  2.915191853957599e-14  -6.473003241258969e-14  2.094988548067456e-27  1.677505777149182e-26
12.8100  2.851175177087808e-14  -6.330858168950872e-14  2.003988257768599e-27  1.604639740320769e-26
12.8200  2.788564285882480e-14  -6.191834556779342e-14  1.916940758926341e-27  1.534938795020150e-26
12.8300  2.727328309739905e-14  -6.055863858482272e-14  1.833674353623589e-27  1.468265458754585e-26
12.8400  2.667437055966873e-14  -5.922879033051454e-14  1.754024802008026e-27  1.404488220876265e-26
12.8500  2.608860994892020e-14  -5.792814511677683e-14  1.677834998335178e-27  1.343481283182519e-26
12.8600  2.551571245306080e-14  -5.665606165421756e-14  1.604954661083251e-27  1.285124311783574e-26
12.8700  2.495539560221870e-14  -5.541191273595370e-14  1.535240036528474e-27  1.229302199748497e-26
12.8800  2.440738312946971e-14  -5.419508492836401e-14  1.468553615196294e-27  1.175904840061100e-26
12.8900  2.387140483462258e-14  -5.300497826863252e-14  1.404763860629103e-27  1.124826908437988e-26
12.9000  2.334719645099549e-14  -5.184100596893402e-14  1.343744949935526e-27  1.075967655580380e-26
12.9100  2.283449951511806e-14  -5.070259412711553e-14  1.285376525609505e-27  1.029230708449897e-26
12.9200  2.233306123929474e-14  -4.958918144373099e-14  1.229543458129637e-27  9.845238801763792e-27
12.9300  2.184263438696657e-14  -4.850021894528992e-14  1.176135618870530e-27  9.417589882227442e-27
12.9400  2.136297715081002e-14  -4.743516971358338e-14  1.125047662878229e-27  9.008516804482547e-27
12.9500  2.089385303351273e-14  -4.639350862095387e-14  1.076178821081260e-27  8.617212687270903e-27
12.9600  2.043503073116737e-14  -4.537472207137859e-14  1.029432701527426e-27  8.242905697940581e-27
12.9700  1.998628401922614e-14  -4.437830774723847e-14  9.847170992543030e-28  7.884857530035020e-27
12.9800  1.954739164095961e-14  -4.340377436164800e-14  9.419438144184261e-28  7.542361947011333e-27
12.9900  1.911813719836513e-14  -4.245064141622392e-14  9.010284783244127e-28  7.214743389215287e-27
13.0000  1.869830904547064e-14  -4.151843896417314e-14  8.618903870108851e-28  6.901355641365311e-27
13.0100  1.828770018398170e-14  -4.060670737858322e-14  8.244523420649426e-28  6.601580557917137e-27
13.0200  1.788610816121990e-14  -3.971499712580111e-14  7.886404983511953e-28  6.314826843794969e-27
13.0300  1.749333497030264e-14  -3.884286854378840e-14  7.543842183550132e-28  6.040528888084206e-27
13.0400  1.710918695251487e-14  -3.798989162534383e-14  7.216159328526848e-28  5.778145648385181e-27
13.0500  1.673347470182473e-14  -3.715564580608622e-14  6.902710076336662e-28  5.527159583627374e-27
13.0600  1.636601297149599e-14  -3.633971975709309e-14  6.602876160120310e-28  5.287075633239117e-27
13.0700  1.600662058275124e-14  -3.554171118209302e-14  6.316066168756579e-28  5.057420240659243e-27
13.0800  1.565512033544085e-14  -3.476122661911147e-14  6.041714380326119e-28  4.837740419264587e-27
13.0900  1.531133892067357e-14  -3.399788124647255e-14  5.779279646246249e-28  4.627602858870909e-27
13.1000  1.497510683536573e-14  -3.325129869306076e-14  5.528244323875720e-28  4.426593071044846e-27
13.1100  1.464625829866694e-14  -3.252111085274940e-14  5.288113255484074e-28  4.234314571541076e-27
13.1200  1.432463117022105e-14  -3.180695770290413e-14  5.058412791571661e-28  4.050388098252064e-27
13.1300  1.401006687022204e-14  -3.110848712687201e-14  4.838689856613809e-28  3.874450863127805e-27
13.1400  1.370241030122554e-14  -3.042535474036874e-14  4.628511055386392e-28  3.706155836590059e-27
13.1500  1.340150977167720e-14  -2.975722372167824e-14  4.427461818110051e-28  3.545171063029550e-27
13.1600  1.310721692112052e-14  -2.910376464558121e-14  4.235145582726914e-28  3.391179006036019e-27
13.1700  1.281938664704696e-14  -2.846465532093033e-14  4.051183012696837e-28  3.243875922069600e-27
13.1800  1.253787703335248e-14  -2.783958063179241e-14  3.875211248770356e-28  3.102971261338109e-27
13.1900  1.226254928036509e-14  -2.722823238207895e-14  3.706883193262464e-28  2.968187094698508e-27
13.2000  1.199326763640903e-14  -2.663030914358857e-14  3.545866825415484e-28  2.839257565452133e-27
13.2100  1.172989933087175e-14  -2.604551610738638e-14  3.391844546500617e-28  2.715928364952346e-27
13.2200  1.147231450874068e-14  -2.547356493844705e-14  3.244512553366395e-28  2.597956230990301e-27
13.2300  1.122038616657767e-14  -2.491417363348977e-14  3.103580239198385e-28  2.485108467969389e-27
13.2400  1.097399008989924e-14  -2.436706638193522e-14  2.968769620308188e-28  2.377162487921921e-27
13.2500  1.073300479193210e-14  -2.383197342991582e-14  2.839814787821069e-28  2.273905371462743e-27
13.2600  1.049731145371347e-14  -2.330863094727230e-14  2.716461383180700e-28  2.175133447813748e-27
13.2700  1.026679386550684e-14  -2.279678089747094e-14  2.598466096436480e-28  2.080651893070933e-27
13.2800  1.004133836950419e-14  -2.229617091037743e-14  2.485596186323804e-28  1.990274345921579e-27
13.2900  9.820833803786462e-15  -2.180655415782458e-14  2.377629021190683e-28  1.903822540053570e-27
13.3000  9.605171447514643e-15  -2.132768923191245e-14  2.274351639865172e-28  1.821125952531793e-27
13.3100  9.394244967324420e-15  -2.085934002598108e-14  2.175560331597483e-28  1.742021467448067e-27
13.3200  9.187950364898020e-15  -2.040127561819692e-14  2.081060234248180e-28  1.666353054181156e-27
13.3300  8.986185925687321e-15  -1.995327015769571e-14  1.990664949929951e-28  1.593971459632224e-27
13.3400  8.788852168763017e-15  -1.951510275322566e-14  1.904196177344779e-28  1.524733913828726e-27
13.3500  8.595851797765058e-15  -1.908655736423592e-14  1.821483360091341e-28  1.458503848315997e-27
13.3600  8.407089652930203e-15  -1.866742269435674e-14  1.742363350248925e-28  1.395150626781116e-27
13.3700  8.222472664173065e-15  -1.825749208721879e-14  1.666680086574284e-28  1.334549287377696e-27
13.3800  8.041909805197437e-15  -1.785656342456027e-14  1.594284286676717e-28  1.276580296243339e-27
13.3900  7.865312048615337e-15  -1.746443902657146e-14  1.525033152564162e-28  1.221129311723588e-27
13.4000  7.692592322051640e-15  -1.708092555442781e-14  1.458790088979524e-28  1.168086958837317e-27
13.4100  7.523665465212607e-15  -1.670583391496323e-14  1.395424433971678e-28  1.117348613538696e-27
13.4200  7.358448187897204e-15  -1.633897916743685e-14  1.334811201169677e-28  1.068814196350190e-27
13.4300  7.196859028930462e-15  -1.598018043234706e-14  1.276830833251839e-28  1.022387974959564e-27
13.4400  7.038818315998647e-15  -1.562926080224803e-14  1.221368966123433e-28  9.779783753914876e-28
13.4500  6.884248126366456e-15  -1.528604725452462e-14  1.168316203337798e-28  9.354978013813217e-28
13.4600  6.733072248456819e-15  -1.495037056608273e-14  1.117567900315964e-28  8.948624615947760e-28
13.4700  6.585216144274428e-15  -1.462206522991309e-14  1.069023957939166e-28  8.559922043526574e-28
13.4800  6.440606912654411e-15  -1.430096937348718e-14  1.022588625107092e-28  8.188103595346961e-28
13.4900  6.299173253318063e-15  -1.398692467894523e-14  9.781703098724357e-29  7.832435873506174e-28
13.5000  6.160845431717902e-15  -1.367977630503681e-14  9.356813987792334e-29  7.492217336801649e-28
13.5100  6.025555244654712e-15  -1.337937281077565e-14  8.950380840486132e-29  7.166776916967368e-28
13.5200  5.893235986649629e-15  -1.308556608077086e-14  8.561601982711041e-29  6.855472695016949e-28
13.5300  5.763822417054681e-15  -1.279821125219799e-14  8.189710562794367e-29  6.557690635082585e-28
13.5400  5.637250727885571e-15  -1.251716664337370e-14  7.833973038899363e-29  6.272843373252399e-28
13.5500  5.513458512360847e-15  -1.224229368389890e-14  7.493687732141539e-29  6.000369059017225e-28
13.5600  5.392384734131934e-15  -1.197345684633595e-14  7.168183442553458e-29  5.739730247041597e-28
13.5700  5.273969697188868e-15  -1.171052357938623e-14  6.856818125168048e-29  5.490412837073065e-28
13.5800  5.158155016426895e-15  -1.145336424253508e-14  6.558977623609056e-29  5.251925059898767e-28
13.5900  5.044883588859408e-15  -1.120185204213187e-14  6.274074458690697e-29  5.023796507349163e-28
13.6000  4.934099565463047e-15  -1.095586296887385e-14  6.001546669637069e-29  4.805577204435610e-28
13.6100  4.825748323641069e-15  -1.071527573666272e-14  5.740856705635643e-29  4.596836721791631e-28
13.6200  4.719776440291413e-15  -1.047997172280394e-14  5.491490365538509e-29  4.397163326667173e-28
13.6300  4.616131665466182e-15  -1.024983490951925e-14  5.252955783619978e-29  4.206163170801256e-28
13.6400  4.514762896609554e-15  -1.002475182674355e-14  5.024782459389911e-29  4.023459513571074e-28
13.6500  4.415620153361420e-15  -9.804611496177916e-15  4.806520329549208e-29  3.848691978885307e-28
13.6600  4.318654552914328e-15  -9.589305376571226e-15  4.597738880256891e-29  3.681515844355827e-28
13.6700  4.223818285911577e-15  -9.378727310203375e-15  4.398026297957732e-29  3.521601361345759e-28
13.6800  4.131064592874588e-15  -9.172773470543703e-15  4.206988657095518e-29  3.368633104552692e-28
13.6900  4.040347741147912e-15  -8.971342311058812e-15  4.024249143109704e-29  3.222309349844146e-28
13.7000  3.951623002350527e-15  -8.774334515144573e-15  3.849447309182867e-29  3.082341479118058e-28
13.7100  3.864846630322292e-15  -8.581652947157582e-15  3.682238365272920e-29  2.948453411014442e-28
13.7200  3.779975839554694e-15  -8.393202604521961e-15  3.522292498027711e-29  2.820381056355283e-28
13.7300  3.696968784095246e-15  -8.208890570887902e-15  3.369294220240616e-29  2.697871797238576e-28
13.7400  3.615784536915139e-15  -8.028625970318788e-15  3.222941748563865e-29  2.580683988759011e-28
13.7500  3.536383069729972e-15  -7.852319922484389e-15  3.082946408252263e-29  2.468586482372489e-28
13.7600  3.458725233263613e-15  -7.679885498837975e-15  2.949032063763091e-29  2.361358169964312e-28
13.7700  3.382772737945463e-15  -7.511237679755791e-15  2.820934574089158e-29  2.258787547721746e-28
13.7800  3.308488135031593e-15  -7.346293312617713e-15  2.698401271750587e-29  2.160672298950705e-28
13.7900  3.235834798140465e-15  -7.184971070808449e-15  2.581190464417715e-29  2.066818895013682e-28
13.8000  3.164776905194118e-15  -7.027191413619058e-15  2.469070958182071e-29  1.977042213601792e-28
13.8100  3.095279420755917e-15  -6.872876547029026e-15  2.361821601535081e-29  1.891165173587984e-28
13.8200  3.027308078756165e-15  -6.721950385349541e-15  2.259230849155042e-29  1.809018385741174e-28
13.8300  2.960829365597050e-15  -6.574338513709088e-15  2.161096344641931e-29  1.730439818612359e-28
13.8400  2.895810503628602e-15  -6.429968151362826e-15  2.067224521377014e-29  1.655274478933684e-28
13.8500  2.832219434987521e-15  -6.288768115807696e-15  1.977430220719974e-29  1.583374105900043e-28
13.8600  2.770024805790888e-15  -6.150668787685550e-15  1.891536326790462e-29  1.514596878730227e-28
13.8700  2.709195950676985e-15  -6.015602076456979e-15  1.809373417113676e-29  1.448807136930763e-28
13.8800  2.649702877685585e-15  -5.883501386828959e-15  1.730779428440914e-29  1.385875112710691e-28
13.8900  2.591516253470279e-15  -5.754301585919707e-15  1.655599337085903e-29  1.325676675019482e-28
13.9000  2.534607388835523e-15  -5.627938971144610e-15  1.583684853146413e-29  1.268093084703210e-28
13.9100  2.478948224591294e-15  -5.504351238807352e-15  1.514894128008002e-29  1.213010760296037e-28
13.9200  2.424511317718368e-15  -5.383477453380781e-15  1.449091474552961e-29  1.160321053985040e-28
13.9300  2.371269827837414e-15  -5.265258017462348e-15  1.386147099522577e-29  1.109920037306493e-28
13.9400  2.319197503975205e-15  -5.149634642389326e-15  1.325936847504812e-29  1.061708296150876e-28
13.9500  2.268268671621462e-15  -5.036550319499300e-15  1.268341956042425e-29  1.015590734672290e-28
13.9600  2.218458220069901e-15  -4.925949292021774e-15  1.213248821378491e-29  9.714763877154724e-29
13.9700  2.169741590037287e-15  -4.817777027587023e-15  1.160548774377262e-29  9.292782413904519e-29
13.9800  2.122094761554353e-15  -4.711980191338652e-15  1.110137866178392e-29  8.889130614409242e-29
13.9900  2.075494242122648e-15  -4.608506619636578e-15  1.061916663161708e-29  8.503012290678118e-29
14.0000  2.029917055131439e-15  -4.507305294337508e-15  1.015790050818146e-29  8.133665838841790e-29
14.0100  1.985340728528985e-15  -4.408326317640184e-15  9.716670461399534e-30  7.780362736917306e-29
14.0200  1.941743283742587e-15  -4.311520887483042e-15  9.294606181601281e-30  7.442406107825942e-29
14.0300  1.899103224841941e-15  -4.216841273482115e-15  8.890875162871132e-30  7.119129344829365e-29
14.0400  1.857399527940471e-15  -4.124240793397338e-15  8.504681060961353e-30  6.809894796672915e-29
14.0500  1.816611630829397e-15  -4.033673790115650e-15  8.135262122532977e-30  6.514092509842492e-29
14.0600  1.776719422839439e-15  -3.945095609139528e-15  7.781889682625992e-30  6.231139025454190e-29
14.0700  1.737703234925157e-15  -3.858462576569869e-15  7.443866727395097e-30  5.960476228403613e-29
14.0800  1.699543829967033e-15  -3.773731977572373e-15  7.120526519276147e-30  5.701570246504805e-29
14.0900  1.662222393286514e-15  -3.690862035316779e-15  6.811231281871357e-30  5.453910397447458e-29
14.1000  1.625720523369344e-15  -3.609811890378603e-15  6.515370941959373e-30  5.217008181495251e-29
14.1100  1.590020222792614e-15  -3.530541580593205e-15  6.232361926148781e-30  4.990396317938519e-29
14.1200  1.555103889351039e-15  -3.453012021352236e-15  5.961646009801529e-30  4.773627823400604e-29
14.1300  1.520954307378110e-15  -3.377184986332804e-15  5.702689215955852e-30  4.566275130179978e-29
14.1400  1.487554639257826e-15  -3.303023088649785e-15  5.454980762076781e-30  4.367929242889023e-29
14.1500  1.454888417122824e-15  -3.230489762422047e-15  5.218032052556828e-30  4.178198931726019e-29
14.1600  1.422939534734823e-15  -3.159549244743466e-15  4.991375714979502e-30  3.996709960789078e-29
14.1700  1.391692239543357e-15  -3.090166558049846e-15  4.774564678244816e-30  3.823104349909894e-29
14.1800  1.361131124918913e-15  -3.022307492873072e-15  4.567171290738359e-30  3.657039668551349e-29
14.1900  1.331241122556614e-15  -2.955938590973961e-15  4.368786476804562e-30  3.498188360376136e-29
14.2000  1.302007495046717e-15  -2.891027128845515e-15  4.179018929860370e-30  3.346237097154213e-29
